epoch,accuracy,dice_coefficient,loss,lr,val_accuracy,val_dice_coefficient,val_loss
0,0.9946377873420715,0.0009514036937616765,0.34125620126724243,1e-04,0.9952970147132874,2.038859081565647e-09,0.2397579699754715
