epoch,accuracy,binary_dice_coefficient,dice_coefficient,iou,loss,lr,val_accuracy,val_binary_dice_coefficient,val_dice_coefficient,val_iou,val_loss
0,0.9407932758331299,0.04170485958456993,0.012262584641575813,0.49808841943740845,0.3118491470813751,8e-05,0.030608737841248512,0.00740625848993659,0.007904510013759136,0.4981304705142975,0.34878501296043396
