epoch,dice_coefficient,loss,safe_binary_iou,val_dice_coefficient,val_whole_dice_hard,val_whole_dice_hard_best_thr,val_whole_dice_hard_best_thr_score,val_whole_dice_hard_brainmask,val_whole_dice_hard_brainmask_best_thr,val_whole_dice_hard_brainmask_best_thr_score,val_whole_dice_hard_brainmask_delta,val_whole_dice_hard_brainmask_thr_0p30,val_whole_dice_hard_brainmask_thr_0p40,val_whole_dice_hard_brainmask_thr_0p50,val_whole_dice_hard_brainmask_thr_0p60,val_whole_dice_hard_brainmask_thr_0p70,val_whole_dice_hard_postproc_delta,val_whole_dice_hard_raw,val_whole_dice_hard_raw_best_thr,val_whole_dice_hard_raw_best_thr_score,val_whole_dice_hard_raw_thr_0p30,val_whole_dice_hard_raw_thr_0p40,val_whole_dice_hard_raw_thr_0p50,val_whole_dice_hard_raw_thr_0p60,val_whole_dice_hard_raw_thr_0p70,val_whole_dice_hard_thr_0p30,val_whole_dice_hard_thr_0p40,val_whole_dice_hard_thr_0p50,val_whole_dice_hard_thr_0p60,val_whole_dice_hard_thr_0p70,val_whole_dice_micro
0,0.00287869805470109,1.9527041912078857,0.08527132123708725,0.0004058060412956562,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.000588990290797935
1,0.000837357307318598,1.6951813697814941,0.07364340871572495,0.0005186021592992322,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0007663010751781847
2,0.0014755579177290201,1.5365617275238037,0.04651162773370743,0.0009620455918478727,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0015462229135806348
3,0.001311448635533452,1.4304670095443726,0.03875968977808952,0.0008733943419001363,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0013754304449103863
4,0.0021763795521110296,1.344362497329712,0.031007759273052216,0.0012787296366474185,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.002088502983143629
5,0.0019498781766742468,1.2882064580917358,0.015503877773880959,0.0012299866053947595,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0019815778170544293
6,0.0018136677099391818,1.24287748336792,0.03875968977808952,0.0009695332062446423,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0015362988811458325
7,0.0018410790944471955,1.1940957307815552,0.007751941680908203,0.0007233326695037042,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0010937165588225048
8,0.0015140712494030595,1.172286033630371,0.01162791345268488,0.0013965052263920704,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0021371354932253834
9,0.001257347292266786,1.2230651378631592,0.1550387591123581,0.0003913127386958507,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.000556635460060179
10,0.0007050654385238886,1.1957842111587524,0.13565891981124878,0.0005014117511312246,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0007316571569561157
11,0.0009016073890961707,1.165043830871582,0.12403100728988647,0.0006393861518713071,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0009626784425975493
12,0.0009943259647116065,1.145841360092163,0.11627907305955887,0.0007194207318868489,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0011132579634915345
13,0.0015393964713439345,1.1319420337677002,0.08527132123708725,0.0009785321605434096,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0015280172721463749
14,0.0016658526146784425,1.1259334087371826,0.10465116053819656,0.0015111628211029412,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.002390787868550801
15,0.0011065672151744366,1.114003300666809,0.08914728462696075,0.0006834508473114141,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0010508021868001626
16,0.0012113447301089764,1.0979321002960205,0.06589147448539734,0.001228557019006935,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0019311801485143566
17,0.0023518437519669533,1.0843850374221802,0.05038759857416153,0.0014605619477123986,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0023059489467060104
18,0.0013126642443239689,1.0842758417129517,0.06201550364494324,0.001000560104035628,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0015689602861271345
19,0.0011689128587022424,1.0603313446044922,0.042635660618543625,0.0008925367478812769,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.001365046367301738
20,0.0013074043672531843,1.055769681930542,0.03100775182247162,0.0007627662460850457,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0011618823986293816
21,0.0010193396592512727,1.0580090284347534,0.03100775182247162,0.000722200220711691,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,0.3,1.0545372606811952e-09,0.0,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0,1.0545372606811952e-09,0.3,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,1.0545372606811952e-09,0.0010822575724413397
