epoch,dice_coefficient,learning_rate,loss,mean_iou,val_dice_coefficient,val_loss,val_mean_iou
25,0.35902872681617737,7.499999810534064e-06,0.8180373311042786,0.599075973033905,0.49435877799987793,0.6485846042633057,0.6462317705154419
26,0.3559461534023285,7.499999810534064e-06,0.8165973424911499,0.6005921363830566,0.5254948735237122,0.63153475522995,0.6756186485290527
27,0.3667726218700409,7.499999810534064e-06,0.8047835826873779,0.6068434119224548,0.5016732215881348,0.6436832547187805,0.6536131501197815
28,0.37657156586647034,7.499999810534064e-06,0.7875297665596008,0.6074104905128479,0.5234585404396057,0.6301702857017517,0.676235556602478
29,0.3778277039527893,7.499999810534064e-06,0.7866031527519226,0.6129553914070129,0.5071767568588257,0.6477718353271484,0.6754550933837891
30,0.36302244663238525,7.499999810534064e-06,0.8019567131996155,0.6110068559646606,0.5227686166763306,0.6275386214256287,0.6858133673667908
31,0.3830506205558777,7.499999810534064e-06,0.7766140103340149,0.6234124302864075,0.4981043338775635,0.654378354549408,0.679591953754425
32,0.36523985862731934,7.499999810534064e-06,0.8014446496963501,0.6263424158096313,0.5059981942176819,0.6418244242668152,0.6851271390914917
33,0.3827710747718811,7.499999810534064e-06,0.7764363288879395,0.6280914545059204,0.4927571713924408,0.6468579173088074,0.6727925539016724
34,0.4084933400154114,7.499999810534064e-06,0.7435385584831238,0.6320000290870667,0.4839382469654083,0.6459361910820007,0.6658604145050049
35,0.39082878828048706,7.499999810534064e-06,0.7643176317214966,0.6395226716995239,0.49450501799583435,0.6424643993377686,0.6792858242988586
36,0.4015229344367981,3.749999905267032e-06,0.7506580948829651,0.6469299793243408,0.5031265616416931,0.6296480894088745,0.6795716881752014
37,0.40207168459892273,3.749999905267032e-06,0.7492387294769287,0.6473311185836792,0.5105658173561096,0.632614016532898,0.6855643391609192
38,0.38770800828933716,3.749999905267032e-06,0.7664374113082886,0.6423075199127197,0.5060559511184692,0.6209917664527893,0.6766449213027954
39,0.3815016746520996,3.749999905267032e-06,0.7722473740577698,0.6487721800804138,0.5093979239463806,0.6169973015785217,0.67984938621521
40,0.40663406252861023,3.749999905267032e-06,0.7411977648735046,0.6420120000839233,0.5137751698493958,0.6256007552146912,0.6939020752906799
41,0.4061679542064667,3.749999905267032e-06,0.7421382069587708,0.6504530906677246,0.5149186253547668,0.6155083775520325,0.6881090998649597
42,0.3972793519496918,3.749999905267032e-06,0.7523832321166992,0.6468677520751953,0.5159086585044861,0.6179841160774231,0.6945528984069824
43,0.40843117237091064,3.749999905267032e-06,0.7373734712600708,0.6550695896148682,0.5249804854393005,0.614152729511261,0.6991032958030701
44,0.41513845324516296,3.749999905267032e-06,0.7278851270675659,0.661611795425415,0.5306327939033508,0.6037991642951965,0.6976239681243896
45,0.4231383502483368,3.749999905267032e-06,0.7121332883834839,0.6503340005874634,0.5185776948928833,0.6066797375679016,0.6900341510772705
46,0.42596352100372314,3.749999905267032e-06,0.7114170789718628,0.6549214124679565,0.5182117223739624,0.6122499108314514,0.6940078139305115
47,0.4391246736049652,3.749999905267032e-06,0.6957225799560547,0.6587668657302856,0.5200626254081726,0.6083900332450867,0.695990264415741
48,0.4594043791294098,3.749999905267032e-06,0.6684286594390869,0.6632232666015625,0.508556604385376,0.6182417869567871,0.6927449703216553
49,0.4561830461025238,3.749999905267032e-06,0.6753522157669067,0.6708736419677734,0.4997777044773102,0.6118723750114441,0.6768194437026978
50,0.4517378807067871,1.874999952633516e-06,0.6785107254981995,0.6688421964645386,0.5201795697212219,0.6061567068099976,0.6971979737281799
51,0.4409343898296356,1.874999952633516e-06,0.6948919892311096,0.6690188050270081,0.5119704604148865,0.6131045818328857,0.6925290822982788
52,0.42641931772232056,1.874999952633516e-06,0.7103322148323059,0.6631779074668884,0.5028042793273926,0.6151996850967407,0.6813138723373413
53,0.42991113662719727,1.874999952633516e-06,0.7063547968864441,0.6661485433578491,0.513916015625,0.6098431944847107,0.6905336380004883
54,0.4520912766456604,1.874999952633516e-06,0.6778020858764648,0.6658928990364075,0.5106639266014099,0.6104228496551514,0.6881730556488037
55,0.45893868803977966,9.37499976316758e-07,0.6711795926094055,0.6700915694236755,0.5108303427696228,0.6095082759857178,0.687746524810791
56,0.4493955075740814,9.37499976316758e-07,0.6834958791732788,0.6736908555030823,0.5112258791923523,0.6085955500602722,0.6877281069755554
57,0.45977964997291565,9.37499976316758e-07,0.6672999262809753,0.66868656873703,0.5113086700439453,0.6098040342330933,0.6897569894790649
58,0.4686783254146576,9.37499976316758e-07,0.6573389172554016,0.6645612120628357,0.5074192881584167,0.6103126406669617,0.6869709491729736
59,0.4751373529434204,9.37499976316758e-07,0.6477198600769043,0.6676380038261414,0.516553521156311,0.6036878824234009,0.6920740008354187
60,0.46039843559265137,9.37499976316758e-07,0.6659932136535645,0.6684806942939758,0.5108387470245361,0.6071740984916687,0.688348650932312
61,0.44869303703308105,9.37499976316758e-07,0.680275559425354,0.6665897369384766,0.5117950439453125,0.6081618070602417,0.690504252910614
62,0.4434955418109894,9.37499976316758e-07,0.6871274709701538,0.6683712005615234,0.5167424082756042,0.603047788143158,0.6918086409568787
63,0.4519292414188385,9.37499976316758e-07,0.6773775815963745,0.6641777753829956,0.5149293541908264,0.6020292639732361,0.6903917789459229
64,0.4641622006893158,9.37499976316758e-07,0.6621214151382446,0.6723729968070984,0.5203049182891846,0.6027726531028748,0.6980646252632141
65,0.43994149565696716,9.37499976316758e-07,0.6947198510169983,0.670209527015686,0.5134835243225098,0.606843888759613,0.6925129890441895
66,0.4520907402038574,9.37499976316758e-07,0.6822713613510132,0.6753420233726501,0.5123538374900818,0.6086817979812622,0.6924834847450256
67,0.4391539692878723,9.37499976316758e-07,0.695508599281311,0.6728675961494446,0.5195755958557129,0.6028968095779419,0.6965203285217285
68,0.4239486753940582,9.37499976316758e-07,0.7170597314834595,0.6742962598800659,0.5174525380134583,0.6024320125579834,0.6937703490257263
69,0.41772496700286865,4.999999987376214e-07,0.7232688665390015,0.6743316650390625,0.5148592591285706,0.6033904552459717,0.691886842250824
70,0.43415045738220215,4.999999987376214e-07,0.7000465989112854,0.6682981848716736,0.5160635709762573,0.6007644534111023,0.6917873620986938
71,0.4409622251987457,4.999999987376214e-07,0.6916102170944214,0.6684567928314209,0.5173869132995605,0.6003677248954773,0.6942692995071411
72,0.44031742215156555,4.999999987376214e-07,0.6922445297241211,0.6737698316574097,0.514460027217865,0.6055791974067688,0.6957265734672546
73,0.4242669343948364,4.999999987376214e-07,0.713124692440033,0.6738384962081909,0.5168885588645935,0.600896418094635,0.6937692761421204
74,0.4133465588092804,4.999999987376214e-07,0.7255760431289673,0.6748892068862915,0.5158350467681885,0.60303795337677,0.6949923038482666
75,0.4338284432888031,4.999999987376214e-07,0.6956630945205688,0.6703031659126282,0.5177896618843079,0.6014178991317749,0.6960406303405762
76,0.43048804998397827,4.999999987376214e-07,0.7010653614997864,0.6726315021514893,0.5174757838249207,0.6005979776382446,0.6950818300247192
77,0.43696606159210205,4.999999987376214e-07,0.6961410045623779,0.6780775785446167,0.5162653923034668,0.5989754796028137,0.6924439072608948
78,0.41848325729370117,4.999999987376214e-07,0.7145421504974365,0.6690841913223267,0.5169966220855713,0.5999348163604736,0.6935885548591614
79,0.42091959714889526,4.999999987376214e-07,0.7138655185699463,0.6724423170089722,0.5147316455841064,0.601969301700592,0.693320631980896
80,0.4351988136768341,4.999999987376214e-07,0.6961270570755005,0.676372766494751,0.5157445073127747,0.6013453602790833,0.6938498020172119
81,0.4565342664718628,4.999999987376214e-07,0.6712930798530579,0.6787320971488953,0.5153099298477173,0.601442277431488,0.69283127784729
82,0.4561040997505188,4.999999987376214e-07,0.6732462048530579,0.6718975305557251,0.5175797939300537,0.5997931957244873,0.6946286559104919
83,0.4629184901714325,4.999999987376214e-07,0.6588212847709656,0.6710669994354248,0.5178651809692383,0.5997615456581116,0.6953701972961426
84,0.4583824872970581,4.999999987376214e-07,0.6648227572441101,0.6663599610328674,0.5205395221710205,0.5972565412521362,0.6962225437164307
85,0.46634820103645325,4.999999987376214e-07,0.6549119353294373,0.6644355654716492,0.5197015404701233,0.600580096244812,0.6973636150360107
86,0.45972445607185364,4.999999987376214e-07,0.6620000004768372,0.6722185015678406,0.5172308087348938,0.5984525680541992,0.6933488845825195
87,0.4702654778957367,4.999999987376214e-07,0.6496903896331787,0.6701014041900635,0.5182956457138062,0.5944736003875732,0.6910730600357056
88,0.48310261964797974,4.999999987376214e-07,0.6337459683418274,0.6746290326118469,0.5177618265151978,0.5961582660675049,0.6927706003189087
89,0.4555133879184723,4.999999987376214e-07,0.6703122854232788,0.6735830903053284,0.5211666226387024,0.5923324823379517,0.6939809322357178
90,0.4428889751434326,4.999999987376214e-07,0.6889181137084961,0.6707109808921814,0.5168677568435669,0.5949161052703857,0.6906251311302185
91,0.4249979853630066,4.999999987376214e-07,0.7075052261352539,0.6665183305740356,0.5220597982406616,0.5920735597610474,0.6959381699562073
92,0.44962576031684875,4.999999987376214e-07,0.6820017695426941,0.6764052510261536,0.5276342034339905,0.5903280973434448,0.7006648182868958
93,0.44881364703178406,4.999999987376214e-07,0.6841961145401001,0.6815445423126221,0.5246981382369995,0.5921419858932495,0.6991647481918335
94,0.4477786123752594,4.999999987376214e-07,0.6806917190551758,0.6748735904693604,0.5183141231536865,0.597273588180542,0.6954244375228882
95,0.45205867290496826,4.999999987376214e-07,0.677112340927124,0.6793505549430847,0.5201131701469421,0.5952051877975464,0.6955499053001404
96,0.4402671456336975,4.999999987376214e-07,0.692179262638092,0.6738095283508301,0.5178752541542053,0.5965474843978882,0.6935451626777649
97,0.44282785058021545,4.999999987376214e-07,0.6874974966049194,0.6714143753051758,0.5138124823570251,0.5966199040412903,0.6903802752494812
98,0.41641858220100403,4.999999987376214e-07,0.7215027213096619,0.674996018409729,0.5171747803688049,0.595778226852417,0.6931847929954529
99,0.43184685707092285,4.999999987376214e-07,0.7013248205184937,0.6779881119728088,0.517576277256012,0.5951632261276245,0.6937007904052734
100,0.4466000497341156,4.999999987376214e-07,0.6834011673927307,0.6796718835830688,0.5163617730140686,0.5964475870132446,0.6937888860702515
101,0.4357072710990906,4.999999987376214e-07,0.6975269913673401,0.6843081712722778,0.5144091844558716,0.5973493456840515,0.6924309134483337
102,0.45429375767707825,4.999999987376214e-07,0.6761907935142517,0.683946967124939,0.5169336795806885,0.5976269245147705,0.696410059928894
103,0.42763403058052063,4.999999987376214e-07,0.708075761795044,0.6894043684005737,0.5202162265777588,0.5938421487808228,0.696923553943634
104,0.44804057478904724,4.999999987376214e-07,0.6801244020462036,0.684768795967102,0.5179306268692017,0.5967317223548889,0.6974619626998901
105,0.44737327098846436,4.999999987376214e-07,0.6842758059501648,0.6847625970840454,0.5181267261505127,0.5966152548789978,0.6976098418235779
106,0.46397754549980164,4.999999987376214e-07,0.6639568209648132,0.6902786493301392,0.5202516913414001,0.5951719284057617,0.6991004943847656
107,0.4499378502368927,4.999999987376214e-07,0.6820463538169861,0.6885542869567871,0.514739990234375,0.5974962711334229,0.6944780945777893
108,0.47888392210006714,4.999999987376214e-07,0.6410741209983826,0.6854630708694458,0.5178936719894409,0.5966695547103882,0.6972118616104126
109,0.47731009125709534,4.999999987376214e-07,0.6440045237541199,0.6797704696655273,0.5164876580238342,0.5996718406677246,0.6978436708450317
110,0.4551129937171936,4.999999987376214e-07,0.6734017133712769,0.6824937462806702,0.5156640410423279,0.5992491245269775,0.6963717341423035
111,0.45116686820983887,4.999999987376214e-07,0.6783540844917297,0.6784393787384033,0.5149034261703491,0.5982818603515625,0.6947209239006042
112,0.45959073305130005,4.999999987376214e-07,0.6706098914146423,0.6903805136680603,0.5158479809761047,0.6020300388336182,0.6986827254295349
113,0.45410725474357605,4.999999987376214e-07,0.6779024600982666,0.6917799115180969,0.5149998664855957,0.5961045026779175,0.6921749711036682
114,0.44197332859039307,4.999999987376214e-07,0.6891302466392517,0.6832138299942017,0.5213384032249451,0.5936359167098999,0.6979961395263672
115,0.43648189306259155,4.999999987376214e-07,0.6964117288589478,0.6825574636459351,0.5129199028015137,0.5991827249526978,0.6923292875289917
116,0.4276270270347595,4.999999987376214e-07,0.7027329206466675,0.6775915622711182,0.5135399699211121,0.600064754486084,0.6939001083374023
117,0.4369152784347534,4.999999987376214e-07,0.6932225823402405,0.6796665191650391,0.5213072896003723,0.5970271825790405,0.7001354098320007
118,0.46126243472099304,4.999999987376214e-07,0.6673221588134766,0.6874656677246094,0.518802285194397,0.5973848700523376,0.6981258392333984
119,0.4841717481613159,4.999999987376214e-07,0.6364158391952515,0.6852272748947144,0.5168112516403198,0.5968755483627319,0.6955752968788147
120,0.45364949107170105,4.999999987376214e-07,0.6762272715568542,0.6762298941612244,0.5119909048080444,0.5998275279998779,0.6916152834892273
121,0.45591965317726135,4.999999987376214e-07,0.6758505702018738,0.6828771233558655,0.5169506669044495,0.5958086848258972,0.6949787139892578
122,0.45726513862609863,4.999999987376214e-07,0.67247474193573,0.6851363182067871,0.5174770355224609,0.5981097221374512,0.6966490745544434
123,0.46514102816581726,4.999999987376214e-07,0.6556195020675659,0.6764761805534363,0.5138347744941711,0.5978977084159851,0.6918284296989441
124,0.4576018750667572,4.999999987376214e-07,0.6638181209564209,0.6814268231391907,0.514985978603363,0.5962885618209839,0.6922751665115356
125,0.47823798656463623,4.999999987376214e-07,0.6393889784812927,0.6858381628990173,0.5144321322441101,0.5971487164497375,0.6923920512199402
126,0.4674701988697052,4.999999987376214e-07,0.6534468531608582,0.6868133544921875,0.5118875503540039,0.5994500517845154,0.6911301612854004
127,0.4612795114517212,4.999999987376214e-07,0.6590192914009094,0.6869237422943115,0.5152188539505005,0.5966351628303528,0.6936227083206177
128,0.4701109528541565,4.999999987376214e-07,0.6496548056602478,0.6852321624755859,0.5170583724975586,0.5934520363807678,0.693853497505188
129,0.4964703321456909,4.999999987376214e-07,0.6163392663002014,0.6892557144165039,0.5199317336082458,0.5921947360038757,0.6961121559143066
130,0.4924620985984802,4.999999987376214e-07,0.6286541819572449,0.6963106393814087,0.5171626806259155,0.5924597382545471,0.6934285163879395
131,0.49729570746421814,4.999999987376214e-07,0.6193563938140869,0.6917998194694519,0.5132310390472412,0.5947093963623047,0.6920678615570068
132,0.5005860924720764,4.999999987376214e-07,0.6149648427963257,0.6936520338058472,0.515192985534668,0.5940361022949219,0.6935973167419434
133,0.49948954582214355,4.999999987376214e-07,0.6180912852287292,0.6882925033569336,0.5167547464370728,0.5938968062400818,0.6957496404647827
134,0.48011520504951477,4.999999987376214e-07,0.6382478475570679,0.6822179555892944,0.5220978260040283,0.5925461053848267,0.7007575035095215
135,0.4772302806377411,4.999999987376214e-07,0.6369923949241638,0.6830512285232544,0.519851803779602,0.591745913028717,0.6980143785476685
136,0.4768255352973938,4.999999987376214e-07,0.6384261250495911,0.6812589168548584,0.5246092677116394,0.5906868577003479,0.7019638419151306
137,0.4542417526245117,4.999999987376214e-07,0.6671262383460999,0.6852654218673706,0.5248661637306213,0.5910877585411072,0.7023457884788513
138,0.4707266688346863,4.999999987376214e-07,0.6500492095947266,0.6929729580879211,0.5266892313957214,0.5898185968399048,0.7034270763397217
139,0.4564119875431061,4.999999987376214e-07,0.6669520139694214,0.6874107122421265,0.5237597823143005,0.5928226709365845,0.7037675380706787
140,0.43222296237945557,4.999999987376214e-07,0.6948550343513489,0.6831585764884949,0.5235620737075806,0.5915592312812805,0.7024815082550049
141,0.4363853633403778,4.999999987376214e-07,0.6913816928863525,0.6888598799705505,0.524450421333313,0.5923382043838501,0.7038804888725281
142,0.4170069694519043,4.999999987376214e-07,0.7167721390724182,0.6884117722511292,0.5209916234016418,0.5911241769790649,0.699215292930603
143,0.41235312819480896,4.999999987376214e-07,0.7208394408226013,0.6876187324523926,0.5211405754089355,0.5916328430175781,0.6998516917228699
144,0.4183351397514343,4.999999987376214e-07,0.7149966955184937,0.6853535175323486,0.5173963904380798,0.5935714840888977,0.6971367597579956
145,0.39928966760635376,4.999999987376214e-07,0.7401356101036072,0.6867266893386841,0.5212299227714539,0.593758761882782,0.7018409967422485
146,0.4045095443725586,4.999999987376214e-07,0.7300644516944885,0.6869781017303467,0.5227245688438416,0.5913147330284119,0.7018110752105713
147,0.4250401258468628,4.999999987376214e-07,0.7053250074386597,0.6907098293304443,0.5237770676612854,0.5902151465415955,0.7024514675140381
148,0.41821643710136414,4.999999987376214e-07,0.7148390412330627,0.6877520084381104,0.5234477519989014,0.5899008512496948,0.7011438012123108
149,0.4202122390270233,4.999999987376214e-07,0.7134588956832886,0.6894673109054565,0.5227917432785034,0.5908170342445374,0.7015708088874817
150,0.4193044602870941,4.999999987376214e-07,0.7146379947662354,0.6894921064376831,0.5230000615119934,0.5883504152297974,0.6998276710510254
151,0.4241451919078827,4.999999987376214e-07,0.7092081904411316,0.690678596496582,0.5240744352340698,0.5891036987304688,0.7018455266952515
152,0.43915459513664246,4.999999987376214e-07,0.6877490878105164,0.6877367496490479,0.5194089412689209,0.5913506150245667,0.6975039839744568
153,0.45216119289398193,4.999999987376214e-07,0.6738595366477966,0.6885011196136475,0.5216837525367737,0.589137613773346,0.6985758543014526
154,0.4537680149078369,4.999999987376214e-07,0.6733154654502869,0.6910470128059387,0.5239425301551819,0.5885530114173889,0.700951099395752
155,0.45509037375450134,4.999999987376214e-07,0.6705681085586548,0.6950170993804932,0.5204192996025085,0.5912038087844849,0.6998509764671326
156,0.475088894367218,4.999999987376214e-07,0.6423754096031189,0.6920204162597656,0.5170120000839233,0.5922003984451294,0.6958752870559692
157,0.46308645606040955,4.999999987376214e-07,0.6609253883361816,0.6929391622543335,0.5178468823432922,0.5935274958610535,0.698121190071106
158,0.472275972366333,4.999999987376214e-07,0.6465768814086914,0.6900681257247925,0.5182422399520874,0.5912027359008789,0.6970189213752747
159,0.4996999204158783,4.999999987376214e-07,0.6156405210494995,0.6949403882026672,0.5175351500511169,0.5917275547981262,0.6959718465805054
160,0.46801790595054626,4.999999987376214e-07,0.6552842855453491,0.6876831650733948,0.520426332950592,0.5910406708717346,0.6995123624801636
161,0.4608742892742157,4.999999987376214e-07,0.6639056205749512,0.6796144247055054,0.5179254412651062,0.5918997526168823,0.6966701745986938
162,0.4530775845050812,4.999999987376214e-07,0.6697590351104736,0.6802775859832764,0.5145069360733032,0.5950903296470642,0.6962189674377441
163,0.4653647840023041,4.999999987376214e-07,0.6521950364112854,0.6854796409606934,0.5189297199249268,0.5935230255126953,0.6990916728973389
164,0.46658700704574585,4.999999987376214e-07,0.6538049578666687,0.6848926544189453,0.51922208070755,0.5927295684814453,0.6998703479766846
165,0.45979082584381104,4.999999987376214e-07,0.6598109602928162,0.685547947883606,0.5192816257476807,0.5904896259307861,0.6984811425209045
166,0.4770287573337555,4.999999987376214e-07,0.6413613557815552,0.6870639324188232,0.5177292227745056,0.5913304686546326,0.6980838179588318
167,0.48846128582954407,4.999999987376214e-07,0.6237704753875732,0.685695469379425,0.5151305198669434,0.5951759219169617,0.6976529359817505
168,0.48894861340522766,4.999999987376214e-07,0.6235824823379517,0.6864817142486572,0.5185990929603577,0.5926898717880249,0.700202226638794
169,0.47431305050849915,4.999999987376214e-07,0.6433569192886353,0.6854197382926941,0.5147884488105774,0.5938032269477844,0.6963524222373962
170,0.4499587118625641,4.999999987376214e-07,0.6728941202163696,0.6857364177703857,0.5144242644309998,0.5938661694526672,0.6968988180160522
171,0.47275474667549133,4.999999987376214e-07,0.6441759467124939,0.6913377046585083,0.5174044370651245,0.5925022959709167,0.6985952854156494
172,0.46339312195777893,4.999999987376214e-07,0.655153751373291,0.6894739866256714,0.5151494145393372,0.5932610630989075,0.6973774433135986
173,0.4668160080909729,4.999999987376214e-07,0.6513751745223999,0.6863115429878235,0.5169885158538818,0.5935831069946289,0.6994550824165344
174,0.4626384973526001,4.999999987376214e-07,0.6604632139205933,0.6916959881782532,0.5205457210540771,0.5894370079040527,0.7000387907028198
175,0.45961666107177734,4.999999987376214e-07,0.6593703627586365,0.6899612545967102,0.5199114084243774,0.5884722471237183,0.6982249021530151
176,0.45812028646469116,4.999999987376214e-07,0.6621671915054321,0.690752387046814,0.5229040384292603,0.5888481736183167,0.7023744583129883
177,0.48099732398986816,4.999999987376214e-07,0.6320536136627197,0.6918985843658447,0.5205220580101013,0.5886858105659485,0.7009084224700928
178,0.46594539284706116,4.999999987376214e-07,0.6500871181488037,0.6868360042572021,0.5168588161468506,0.5928835868835449,0.6995278000831604
179,0.4567001163959503,4.999999987376214e-07,0.6621216535568237,0.6793570518493652,0.5230169892311096,0.589008092880249,0.7029478549957275
180,0.45292019844055176,4.999999987376214e-07,0.6676075458526611,0.6845247149467468,0.5198071599006653,0.5910192728042603,0.7018798589706421
181,0.4404866397380829,4.999999987376214e-07,0.6839052438735962,0.679185688495636,0.522677481174469,0.5863633155822754,0.700904369354248
182,0.453035831451416,4.999999987376214e-07,0.6673504710197449,0.6763123869895935,0.5155760049819946,0.5899942517280579,0.6970169544219971
183,0.46260005235671997,4.999999987376214e-07,0.6569914221763611,0.6763232946395874,0.5182371735572815,0.5884097814559937,0.6986669898033142
184,0.4508988559246063,4.999999987376214e-07,0.6698176264762878,0.6748542785644531,0.5190269947052002,0.5880457162857056,0.6993190050125122
185,0.47049853205680847,4.999999987376214e-07,0.646514356136322,0.6794701814651489,0.518573522567749,0.5883382558822632,0.6993036270141602
186,0.464452862739563,4.999999987376214e-07,0.6537504196166992,0.6844210624694824,0.5178854465484619,0.589208722114563,0.6996046304702759
187,0.47413334250450134,4.999999987376214e-07,0.6438907980918884,0.6902989149093628,0.5219467878341675,0.5874043107032776,0.7027584314346313
188,0.47777900099754333,4.999999987376214e-07,0.6412693858146667,0.6920939087867737,0.5235803723335266,0.5848684310913086,0.7029746770858765
189,0.4782736599445343,4.999999987376214e-07,0.6361621618270874,0.6914982795715332,0.525783896446228,0.583498477935791,0.7043073177337646
190,0.4634234309196472,4.999999987376214e-07,0.6566269993782043,0.6844431161880493,0.5232468843460083,0.5842026472091675,0.7019888162612915
191,0.46438539028167725,4.999999987376214e-07,0.655006468296051,0.6880718469619751,0.5182191729545593,0.5869733691215515,0.6977349519729614
192,0.4846060276031494,4.999999987376214e-07,0.632154643535614,0.6900162696838379,0.5251736044883728,0.5812614560127258,0.6997360587120056
193,0.4883001744747162,4.999999987376214e-07,0.6290997862815857,0.6936353445053101,0.5208935141563416,0.5836981534957886,0.6974911093711853
194,0.4903070628643036,4.999999987376214e-07,0.6261289715766907,0.6955535411834717,0.5232037901878357,0.5824095606803894,0.6985414028167725
195,0.4703628718852997,4.999999987376214e-07,0.6474693417549133,0.6905242204666138,0.5226640701293945,0.5838009715080261,0.699604868888855
196,0.45134297013282776,4.999999987376214e-07,0.6739826202392578,0.6893302202224731,0.520460307598114,0.5846198201179504,0.6973108053207397
197,0.47935211658477783,4.999999987376214e-07,0.6371358036994934,0.6928160190582275,0.5208141207695007,0.5858055353164673,0.6988712549209595
198,0.46282410621643066,4.999999987376214e-07,0.6568902134895325,0.6963756084442139,0.5215613842010498,0.5836676359176636,0.6986809372901917
199,0.4535980522632599,4.999999987376214e-07,0.6671905517578125,0.6946835517883301,0.5206134915351868,0.5848892331123352,0.6979790329933167
200,0.43754222989082336,4.999999987376214e-07,0.6879428029060364,0.6952927708625793,0.5203876495361328,0.5856786370277405,0.6980749368667603
201,0.4197537302970886,4.999999987376214e-07,0.7070080637931824,0.6874204874038696,0.520959198474884,0.583494246006012,0.696941077709198
202,0.4415128231048584,4.999999987376214e-07,0.6850874423980713,0.6952019929885864,0.5182645916938782,0.5844687223434448,0.694836437702179
203,0.46255090832710266,4.999999987376214e-07,0.6583880186080933,0.6963263154029846,0.5198702812194824,0.5835854411125183,0.6967521905899048
204,0.46935945749282837,4.999999987376214e-07,0.6462326049804688,0.6934036016464233,0.5239125490188599,0.5833187699317932,0.7010945081710815
205,0.4800165295600891,4.999999987376214e-07,0.6324276328086853,0.6920948028564453,0.5212177038192749,0.582252562046051,0.6970854997634888
206,0.4847734868526459,4.999999987376214e-07,0.6274042725563049,0.6968171000480652,0.5154432058334351,0.5855244398117065,0.692946195602417
207,0.5151487588882446,4.999999987376214e-07,0.5896415114402771,0.700051486492157,0.5209341645240784,0.5810219049453735,0.6962669491767883
