epoch,accuracy,dice_loss,loss,val_accuracy,val_dice_loss,val_loss
0,0.5053427219390869,0.9923103451728821,nan,0.9737883806228638,0.9936419129371643,nan
1,0.5052891969680786,0.9923064708709717,nan,0.8902419805526733,0.993825376033783,nan
2,0.5053185224533081,0.9923053979873657,nan,0.7839710116386414,0.9934859275817871,nan
3,0.5052983164787292,0.9923035502433777,nan,0.7504067420959473,0.993391215801239,nan
4,0.5052998661994934,0.9923036694526672,nan,0.6961758732795715,0.9936824440956116,nan
5,0.5054495930671692,0.992307722568512,nan,0.6694942116737366,0.9937329888343811,nan
6,0.5053651928901672,0.9923043251037598,nan,0.6598615646362305,0.9933428764343262,nan
7,0.5052540302276611,0.992308497428894,nan,0.6565694808959961,0.9933576583862305,nan
8,0.5053761601448059,0.9923040866851807,nan,0.6561738848686218,0.9933674931526184,nan
9,0.5052932500839233,0.992309033870697,nan,0.6559551358222961,0.9933760762214661,nan
10,0.5052756667137146,0.9923003315925598,nan,0.6553678512573242,0.9935994148254395,nan
11,0.5053413510322571,0.9923070669174194,nan,0.6553205251693726,0.9934328198432922,nan
12,0.5052712559700012,0.9923093318939209,nan,0.6556257605552673,0.9934196472167969,nan
13,0.5053562521934509,0.9923045039176941,nan,0.6556148529052734,0.9933788180351257,nan
14,0.5052914619445801,0.9923053979873657,nan,0.6545848846435547,0.9935988783836365,nan
15,0.505334198474884,0.9923050403594971,nan,0.6558788418769836,0.9939520955085754,nan
16,0.5053364038467407,0.9923043251037598,nan,0.6550520062446594,0.9938311576843262,nan
17,0.5052490830421448,0.9923061728477478,nan,0.6547967195510864,0.9934045672416687,nan
18,0.5052726864814758,0.9923039674758911,nan,0.6553518772125244,0.9933595061302185,nan
19,0.50525963306427,0.9923029541969299,nan,0.6553120613098145,0.9933701157569885,nan
20,0.5053118467330933,0.9923068284988403,nan,0.6545226573944092,0.9934267401695251,nan
21,0.5052466988563538,0.9922984838485718,nan,0.6559666395187378,0.993445873260498,nan
22,0.5054730176925659,0.9923042058944702,nan,0.6556068062782288,0.9933648109436035,nan
23,0.5053458213806152,0.9923029541969299,nan,0.6555326581001282,0.993842601776123,nan
24,0.5053039789199829,0.9923052787780762,nan,0.6550814509391785,0.9936642646789551,nan
