epoch,dice_coefficient,loss,lr,val_dice_coefficient,val_loss
0,0.009086227044463158,2.251185655593872,1e-05,0.008778450079262257,2.1368985176086426
1,0.00959449540823698,1.949174404144287,2e-05,0.010793252848088741,1.7828948497772217
2,0.010500290431082249,1.6041957139968872,3e-05,0.011730058118700981,1.454176902770996
3,0.011322639882564545,1.327316403388977,4e-05,0.012709017843008041,1.2261581420898438
4,0.01185594592243433,1.1554924249649048,5e-05,0.01303156092762947,1.1009970903396606
5,0.013220082968473434,1.0677719116210938,6e-05,0.013429426588118076,1.043657660484314
6,0.014867695048451424,1.028827428817749,7e-05,0.014088009484112263,1.0211306810379028
7,0.01604730635881424,1.0125573873519897,8e-05,0.017674703150987625,1.0060335397720337
8,0.017501797527074814,1.0031204223632812,9e-05,0.016893716529011726,1.0023891925811768
9,0.017704138532280922,0.9987382888793945,1e-04,0.019647102802991867,0.9946090579032898
10,0.01962987706065178,0.9935846924781799,1e-04,0.022058971226215363,0.9898427724838257
11,0.019948601722717285,0.9916542768478394,9.999323e-05,0.02148580364882946,0.9885091781616211
12,0.021305115893483162,0.9882854223251343,9.997294e-05,0.023459618911147118,0.9853357076644897
13,0.0232856348156929,0.9859321117401123,9.993911e-05,0.022191515192389488,0.9866920113563538
14,0.023037398234009743,0.9853989481925964,9.9891775e-05,0.02750813402235508,0.9802950620651245
15,0.02473212406039238,0.9830965399742126,9.983093e-05,0.02708066999912262,0.9801939129829407
16,0.02558148093521595,0.9822676777839661,9.97566e-05,0.03302926570177078,0.9747111797332764
17,0.028863143175840378,0.9790409207344055,9.966881e-05,0.0340646393597126,0.973722517490387
18,0.030799061059951782,0.9781175255775452,9.956757e-05,0.03853101283311844,0.9703750014305115
19,0.02983507327735424,0.9785899519920349,9.945292e-05,0.040546197444200516,0.9671276807785034
20,0.03547995910048485,0.9726845622062683,9.932488e-05,0.03997258469462395,0.9676744341850281
21,0.033362917602062225,0.9749382138252258,9.9183504e-05,0.04403678700327873,0.9650779366493225
22,0.0357089526951313,0.9726332426071167,9.902881e-05,0.04659317061305046,0.9609478712081909
23,0.041128262877464294,0.967337965965271,9.886085e-05,0.05451911687850952,0.9553651809692383
24,0.04237302765250206,0.9684793949127197,9.8679666e-05,0.04267771914601326,0.9688229560852051
25,0.04439060017466545,0.9659126996994019,9.848531e-05,0.060713641345500946,0.9492993354797363
26,0.0488048754632473,0.9611005783081055,9.8277844e-05,0.059150636196136475,0.9502420425415039
27,0.0531315952539444,0.9566336274147034,9.805731e-05,0.05954591929912567,0.9507657885551453
28,0.060924507677555084,0.9506160020828247,9.782377e-05,0.07496301084756851,0.9369901418685913
29,0.061671823263168335,0.950395941734314,9.75773e-05,0.08461132645606995,0.926451563835144
30,0.06279875338077545,0.9476354122161865,9.7317956e-05,0.09078796207904816,0.9198427796363831
31,0.0577741302549839,0.9528372287750244,9.704581e-05,0.09798546880483627,0.9144027829170227
32,0.06950459629297256,0.9420939087867737,9.676094e-05,0.07611412554979324,0.9356979131698608
33,0.07392720878124237,0.9391025304794312,9.6463424e-05,0.11221382766962051,0.9022707939147949
34,0.0822916179895401,0.930845320224762,9.6153344e-05,0.11877140402793884,0.8932731747627258
35,0.08153355866670609,0.9304911494255066,9.583078e-05,0.11420417577028275,0.8983614444732666
36,0.08049655705690384,0.9320299625396729,9.549582e-05,0.09615384042263031,0.9166043996810913
37,0.08836139738559723,0.9238860011100769,9.514856e-05,0.12651222944259644,0.885471761226654
38,0.09579191356897354,0.9171263575553894,9.47891e-05,0.13153958320617676,0.881938099861145
39,0.08866354078054428,0.925866425037384,9.4417526e-05,0.14382675290107727,0.8701942563056946
40,0.09399395436048508,0.9199867248535156,9.403395e-05,0.16147181391716003,0.8526778221130371
41,0.11010255664587021,0.9052352905273438,9.363847e-05,0.14767180383205414,0.8675857186317444
42,0.1101045235991478,0.904233992099762,9.3231196e-05,0.1804872453212738,0.8335920572280884
43,0.10140097886323929,0.9125427603721619,9.281224e-05,0.1839960515499115,0.8301631212234497
44,0.12408597022294998,0.8917595744132996,9.238171e-05,0.16959623992443085,0.847115159034729
45,0.12857843935489655,0.8870010375976562,9.193974e-05,0.18559449911117554,0.8299263715744019
46,0.12349262833595276,0.8920531272888184,9.1486436e-05,0.19427134096622467,0.819953441619873
47,0.11659859865903854,0.897746205329895,9.102193e-05,0.23620635271072388,0.7789741158485413
48,0.15264281630516052,0.8626934885978699,9.054634e-05,0.2412465214729309,0.7736983895301819
49,0.14209683239459991,0.872898519039154,9.00598e-05,0.26618441939353943,0.7490189075469971
50,0.1358567178249359,0.8807557225227356,8.9562454e-05,0.24856464564800262,0.7684611082077026
51,0.14761537313461304,0.8684881925582886,8.9054425e-05,0.24463742971420288,0.7717723250389099
52,0.14953185617923737,0.8672165274620056,8.853585e-05,0.2795310914516449,0.7376739382743835
53,0.1480155736207962,0.8681272268295288,8.8006884e-05,0.2676878869533539,0.7487429976463318
54,0.15197904407978058,0.864515483379364,8.746766e-05,0.304117888212204,0.7124435305595398
55,0.17159536480903625,0.8451845645904541,8.6918335e-05,0.30182719230651855,0.7146446704864502
56,0.18149344623088837,0.8355678915977478,8.635905e-05,0.29309582710266113,0.7244206666946411
57,0.16568592190742493,0.8519698977470398,8.578996e-05,0.24252629280090332,0.775011420249939
58,0.16328014433383942,0.8547976016998291,8.521122e-05,0.3194558024406433,0.698797881603241
59,0.18535107374191284,0.8326989412307739,8.4622996e-05,0.34393465518951416,0.6736394762992859
60,0.17886902391910553,0.8385525941848755,8.4025436e-05,0.32833877205848694,0.689446210861206
61,0.20207588374614716,0.8150657415390015,8.3418716e-05,0.3136526346206665,0.7041018605232239
62,0.18653464317321777,0.8321602940559387,8.2802995e-05,0.3625854551792145,0.6558890342712402
63,0.19142919778823853,0.8272119760513306,8.217844e-05,0.3039145767688751,0.7158467173576355
64,0.20711831748485565,0.8124828934669495,8.154523e-05,0.36152270436286926,0.6578158736228943
65,0.2125539928674698,0.8063931465148926,8.090353e-05,0.33562329411506653,0.6834713816642761
66,0.21577732264995575,0.8028774261474609,8.0253514e-05,0.36301565170288086,0.656074583530426
67,0.2238769829273224,0.7958305478096008,7.959537e-05,0.36172449588775635,0.6581317186355591
68,0.25737476348876953,0.7627259492874146,7.892927e-05,0.39947688579559326,0.6205655932426453
69,0.2410389482975006,0.7787055969238281,7.82554e-05,0.38758620619773865,0.6321700811386108
70,0.22058480978012085,0.7991744875907898,7.757393e-05,0.40663525462150574,0.6130402088165283
71,0.24819454550743103,0.7718680500984192,7.688507e-05,0.4328288733959198,0.5871738195419312
72,0.27534472942352295,0.7442329525947571,7.6189e-05,0.4265735447406769,0.5931431651115417
73,0.26742005348205566,0.7526146769523621,7.548589e-05,0.4111686944961548,0.6089194416999817
74,0.2527930438518524,0.766882598400116,7.477596e-05,0.39950451254844666,0.6201740503311157
75,0.2567952573299408,0.7623206377029419,7.40594e-05,0.4662710428237915,0.5524633526802063
76,0.28732237219810486,0.7314876317977905,7.3336385e-05,0.4352751076221466,0.5838238596916199
77,0.27539703249931335,0.7437823414802551,7.260714e-05,0.47416576743125916,0.5449360609054565
78,0.2707074284553528,0.748500406742096,7.1871844e-05,0.4721635580062866,0.5469329953193665
79,0.280449241399765,0.7385334968566895,7.11307e-05,0.46878162026405334,0.5500643849372864
80,0.2930539548397064,0.725659966468811,7.0383925e-05,0.4772659242153168,0.5416732430458069
81,0.2864758372306824,0.7325193285942078,6.963171e-05,0.432812362909317,0.5860301852226257
82,0.3102174699306488,0.7084787487983704,6.8874266e-05,0.47219225764274597,0.5468205809593201
83,0.3049618899822235,0.7141947746276855,6.8111796e-05,0.45089250802993774,0.568844735622406
84,0.32397380471229553,0.6960483193397522,6.734451e-05,0.476657897233963,0.5433557629585266
85,0.2883848249912262,0.7316426634788513,6.6572626e-05,0.5072301030158997,0.5126431584358215
86,0.31797322630882263,0.701991081237793,6.579634e-05,0.5199224352836609,0.500133216381073
87,0.30344343185424805,0.7163311243057251,6.5015876e-05,0.5198792219161987,0.49986428022384644
88,0.29883280396461487,0.7210057973861694,6.423144e-05,0.5262348055839539,0.4933691918849945
89,0.3023797869682312,0.7170323133468628,6.344326e-05,0.4984927773475647,0.5211034417152405
90,0.3622254431247711,0.6573715806007385,6.265153e-05,0.5224153995513916,0.49718400835990906
91,0.34243544936180115,0.6768507957458496,6.185648e-05,0.5074161887168884,0.5117700695991516
92,0.29543954133987427,0.7234460115432739,6.105833e-05,0.470807820558548,0.5478742122650146
93,0.3183462619781494,0.7004560232162476,6.0257295e-05,0.5510843992233276,0.467656672000885
94,0.33985552191734314,0.6789011359214783,5.9453585e-05,0.5020681023597717,0.5167699456214905
95,0.3159874677658081,0.702846109867096,5.864743e-05,0.5136546492576599,0.5051281452178955
96,0.31106507778167725,0.7078083753585815,5.783905e-05,0.536484956741333,0.48206251859664917
97,0.35169634222984314,0.6670544147491455,5.702866e-05,0.5182672739028931,0.5005850195884705
98,0.33037692308425903,0.6884112358093262,5.621649e-05,0.541770339012146,0.47691765427589417
99,0.3442002236843109,0.6744635701179504,5.5402754e-05,0.5331718921661377,0.4858148396015167
100,0.35152125358581543,0.6672758460044861,5.458768e-05,0.49894940853118896,0.5196821689605713
101,0.3715410828590393,0.6471062898635864,5.3771484e-05,0.5045676231384277,0.514272153377533
102,0.35900524258613586,0.6599269509315491,5.2954394e-05,0.5513133406639099,0.467617005109787
103,0.35401472449302673,0.6647565364837646,5.213664e-05,0.5765761733055115,0.4420851767063141
104,0.3643704950809479,0.654139518737793,5.131843e-05,0.5594161152839661,0.4590061604976654
105,0.3704150915145874,0.6479109525680542,5.05e-05,0.5605838894844055,0.4576016664505005
106,0.3464619815349579,0.6716148257255554,4.968157e-05,0.551642894744873,0.46638578176498413
107,0.38885700702667236,0.6292607188224792,4.8863363e-05,0.5558176636695862,0.46238183975219727
108,0.35901713371276855,0.6591928005218506,4.8045604e-05,0.5497472882270813,0.468472957611084
109,0.3773464858531952,0.6408945918083191,4.7228517e-05,0.5243703126907349,0.49387216567993164
110,0.3690967559814453,0.6489660143852234,4.6412322e-05,0.558774471282959,0.45915868878364563
111,0.37816664576530457,0.6397092938423157,4.5597248e-05,0.556644856929779,0.4611636698246002
112,0.3736843168735504,0.6439852118492126,4.4783512e-05,0.5583521723747253,0.45924288034439087
113,0.35779786109924316,0.6595965027809143,4.3971337e-05,0.5519457459449768,0.4652778208255768
114,0.3909658193588257,0.6263841390609741,4.3160948e-05,0.543063759803772,0.47435012459754944
115,0.3729163706302643,0.6444511413574219,4.2352567e-05,0.5648537874221802,0.45244282484054565
116,0.37128326296806335,0.6458971500396729,4.1546413e-05,0.561812162399292,0.4553919732570648
117,0.3724030554294586,0.6448472142219543,4.0742707e-05,0.5561774373054504,0.46103277802467346
118,0.39188653230667114,0.625156044960022,3.9941668e-05,0.5460326671600342,0.47103816270828247
