epoch,dice_coefficient,loss,safe_binary_iou,val_dice_coefficient,val_whole_dice_hard,val_whole_dice_hard_thr_0p30,val_whole_dice_hard_thr_0p40,val_whole_dice_hard_thr_0p50,val_whole_dice_hard_thr_0p60,val_whole_dice_hard_thr_0p70,val_whole_dice_micro
0,0.02040869928896427,1.0054700374603271,0.01496689859777689,0.024632113255935586,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.03532015609440487
1,0.030235061421990395,0.8128997683525085,0.019069820642471313,0.02191821846163379,8.20536345900904e-10,0.019555882047516984,8.205357573625861e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.032283398601362825
2,0.05258229002356529,0.7941204905509949,0.03277510777115822,0.04407756261442868,0.04189149259473655,0.04584203069960076,0.04324041566512272,0.04189149259473655,0.04076659625671381,0.03940508951981861,0.057286724946825233
3,0.08271172642707825,0.7699190378189087,0.05038514733314514,0.015520699877830123,0.0007897876200362977,0.007852263993511945,0.0027695508990816242,0.0007897876200362977,0.00030333376723030986,1.6675155397219065e-06,0.02402837844876901
4,0.10346122086048126,0.7490375638008118,0.06025160476565361,0.0027443269956962304,2.2934124679649252e-05,0.00026986894230821565,9.34465005783021e-05,2.2934124679649252e-05,1.3905477220277796e-05,8.20536345900904e-10,0.0044761816695012314
5,0.1135750487446785,0.7344421148300171,0.06541700661182404,0.002455538760231521,8.20536345900904e-10,7.922057039817019e-10,7.944062125797887e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.0037620373961629316
6,0.11309585720300674,0.7332822680473328,0.06516294926404953,0.007744930598684854,0.0005930905947606151,0.005481255291318942,0.0021781197430995537,0.0005930905947606151,0.00018430491760167394,8.20536345900904e-10,0.01188374257799714
7,0.1237894669175148,0.724349319934845,0.07124873250722885,0.001936072545445769,8.20536345900904e-10,1.0742428668205417e-05,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.0028816657244597654
8,0.1314430832862854,0.7169445753097534,0.07607679069042206,0.002341060166630351,4.6788328908233114e-05,0.0003909194560710943,0.00015927070780789277,4.6788328908233114e-05,3.391839622528977e-05,8.20536345900904e-10,0.0037562109166975432
9,0.12337414920330048,0.7245371341705322,0.07175988703966141,0.0025316092415319496,4.218777700957479e-05,0.0004026337009285596,0.00014576594264280288,4.218777700957479e-05,3.122189789839315e-05,8.20536345900904e-10,0.0041037506119918216
10,0.12687380611896515,0.7204804420471191,0.07338960468769073,0.009898633601592065,0.002798039277521312,0.004643802668996986,0.0036408211291443036,0.002798039277521312,0.0022969568556990313,0.0015448213641000485,0.01678961648318901
11,0.12828108668327332,0.7188714742660522,0.0744408369064331,0.010045071778585771,0.0031026013132691103,0.00510065800799723,0.004044817623466284,0.0031026013132691103,0.002505607569330174,0.0016559819831886916,0.01687967794103503
12,0.1046433076262474,0.7376437783241272,0.0613410510122776,0.009949030193112562,0.0010930105251959663,0.003300875123221149,0.001944986309613384,0.0010930105251959663,0.000726926783969975,0.00019047427730704776,0.016617261027881605
13,0.12532870471477509,0.7224332094192505,0.07262088358402252,0.01560903067093236,0.0013294139465207507,0.0062164005312520705,0.002516469147578447,0.0013294139465207507,0.0008205789710540121,0.0002237100105962372,0.025394867242766853
14,0.12640084326267242,0.7202120423316956,0.07342105358839035,0.01179219947655068,0.0011376662862340105,0.0032341173136837794,0.0020598236083278426,0.0011376662862340105,0.0007154858511059243,0.00016411092054108777,0.019353180358696254
15,0.12709374725818634,0.7202062010765076,0.07400457561016083,0.0128714200838986,0.0013106294469150987,0.003949062788515353,0.0023876740019616286,0.0013106294469150987,0.0008101944845601449,0.00022233857693332177,0.021194278929760443
16,0.1330609917640686,0.7143332362174988,0.07792095839977264,0.011343764913636398,0.0013044895024774945,0.003558435983497017,0.0023741854176709655,0.0013044895024774945,0.0008223065318056278,0.00022148658357268962,0.018893031756543256
17,0.12181863188743591,0.7254030108451843,0.0716613233089447,0.01661827274705306,0.005697110036418474,0.010767847715425076,0.007584289960774104,0.005697110036418474,0.0037989061694262928,0.0023682253845749134,0.027255249653923726
18,0.13194051384925842,0.7158588171005249,0.07735205441713333,0.01950849593340188,0.0013011878848225237,0.00862840896894519,0.003618139482944885,0.0013011878848225237,0.0008121804718409898,0.00022147217418230086,0.031337801782334584
19,0.13417649269104004,0.714601457118988,0.07888171076774597,0.022781197576257694,0.0069421205303017075,0.016033956198600603,0.009523237674094338,0.0069421205303017075,0.004621892195278554,0.002899067495979068,0.03552768200020774
20,0.13422903418540955,0.7150516510009766,0.07871061563491821,0.015621972483768535,0.005870430408761959,0.01039185531928724,0.007732158052338567,0.005870430408761959,0.003858785814884741,0.0023545270590963046,0.025494776001427504
21,0.13054326176643372,0.7164872288703918,0.07621638476848602,0.022997197020413505,0.008464651296799575,0.018076806885743545,0.011798079845053428,0.008464651296799575,0.005577179743095617,0.0032307391539764165,0.0356067175142601
22,0.12630663812160492,0.7178876996040344,0.07321381568908691,0.016414663286784672,0.006741226579009454,0.011412706533410083,0.008770109370986266,0.006741226579009454,0.004349152316796037,0.00278460965332646,0.026885237969276325
