epoch,dbl_head_loss,loss,msl_head_loss,probs_dice_coefficient,probs_loss,probs_safe_binary_iou,val_dice_coefficient,val_whole_dice_hard,val_whole_dice_hard_thr_0p30,val_whole_dice_hard_thr_0p40,val_whole_dice_hard_thr_0p50,val_whole_dice_hard_thr_0p60,val_whole_dice_hard_thr_0p70,val_whole_dice_micro
23,0.11011459678411484,1.4088362455368042,0.06541860848665237,0.15364712476730347,1.3391603231430054,0.12323559820652008,0.08368936576421172,0.06696249080816155,0.08233567510737173,0.07832973814200937,0.06696249080816155,0.04645204703232572,0.02253581296954024,0.1473769040092788
24,0.09998830407857895,1.3843551874160767,0.06172572821378708,0.14477133750915527,1.3163557052612305,0.11673044413328171,0.10953087122603765,0.08331899541308552,0.1054442072423088,0.0956098653561444,0.08331899541308552,0.06838219392886856,0.047595772332389916,0.2461166700176438
25,0.09812065213918686,1.3523445129394531,0.058522291481494904,0.1617482304573059,1.285097360610962,0.13714730739593506,0.11648309216642193,0.09047118359703547,0.11077560730781034,0.10081532577348899,0.09047118359703547,0.07907359982916576,0.062384987547030986,0.24465486166328712
26,0.09637158364057541,1.3172715902328491,0.05673312023282051,0.17722027003765106,1.2506310939788818,0.15061795711517334,0.11717504231933727,0.09650097705381298,0.11393493430927547,0.1060751525315066,0.09650097705381298,0.08533286448565136,0.06845378266530307,0.2256461336636688
27,0.09830667823553085,1.3340219259262085,0.05849045515060425,0.18083104491233826,1.2670769691467285,0.15485456585884094,0.11638127472489844,0.0873373403104152,0.1046490421664974,0.09729293006460144,0.0873373403104152,0.07849480954823823,0.06692650748319907,0.2758788787670433
28,0.09461840987205505,1.2973271608352661,0.056205153465270996,0.19625958800315857,1.2312277555465698,0.16473571956157684,0.11655448745384923,0.08992905823383189,0.1072534957503139,0.10019266851102948,0.08992905823383189,0.07962144693177274,0.06704189177962763,0.24269532640421204
29,0.09684447944164276,1.2831817865371704,0.057500824332237244,0.20760712027549744,1.2167679071426392,0.1759425699710846,0.12150991697487189,0.09735265069897094,0.11680448136948635,0.10851442452570102,0.09735265069897094,0.08499888923169284,0.06908950440124113,0.2542813671564402
30,0.09091871976852417,1.2640619277954102,0.054877325892448425,0.21704980731010437,1.1987910270690918,0.18660864233970642,0.116781871779056,0.08496290536736718,0.10177417469777995,0.09427828624034106,0.08496290536736718,0.07519564950821725,0.06335730835243392,0.22799493435318785
31,0.08941514790058136,1.247551441192627,0.05384000763297081,0.2213728278875351,1.1827213764190674,0.1885574609041214,0.12011194888518557,0.08839503961577234,0.10577987563562258,0.09816432717343458,0.08839503961577234,0.07905489268147753,0.06793309946625724,0.24473778949206215
32,0.09007622301578522,1.2238417863845825,0.052823327481746674,0.23792393505573273,1.1592673063278198,0.20626232028007507,0.1208107765733148,0.10181441476768124,0.10775966067871696,0.10568748368576437,0.10181441476768124,0.09663781472687641,0.08786568578442867,0.23434598879458635
33,0.09257136285305023,1.2301737070083618,0.054993316531181335,0.24022185802459717,1.165165901184082,0.2041044384241104,0.10998839305662346,0.08007670856685724,0.09562575912564487,0.08865837729226421,0.08007670856685724,0.07097523351023698,0.06067468001021512,0.21540477733439223
34,0.091420479118824,1.235696792602539,0.054624076932668686,0.23574095964431763,1.1710079908370972,0.20150363445281982,0.1240674813935352,0.1013957087702674,0.11487104781282559,0.11020813423356651,0.1013957087702674,0.0889266829084215,0.0733592087639645,0.2547421784488992
35,0.08964873105287552,1.218869924545288,0.05379501357674599,0.23992016911506653,1.1546093225479126,0.20291543006896973,0.13090653165960564,0.09710263070437652,0.11556122927470916,0.10736492720983035,0.09710263070437652,0.08571075910606446,0.07148058050778498,0.27497557989883403
36,0.09136635065078735,1.2122433185577393,0.05406414344906807,0.24823525547981262,1.1479088068008423,0.21074041724205017,0.12130343317372358,0.0817573045279705,0.10113920820960808,0.09171846685495443,0.0817573045279705,0.07089510299001331,0.05780956451121169,0.26075614081805715
37,0.09146171808242798,1.2041980028152466,0.054651640355587006,0.2503480315208435,1.1399412155151367,0.2122337818145752,0.12455689577650018,0.1019481961275158,0.11422694871313639,0.1088897560099959,0.1019481961275158,0.092664265923017,0.07916532126932639,0.23168706786904894
38,0.08794693648815155,1.1956526041030884,0.052681662142276764,0.25428664684295654,1.1322109699249268,0.21413348615169525,0.13008829036692693,0.0979520098341938,0.11341028240336987,0.10670226232264479,0.0979520098341938,0.08849784332064993,0.07628769500628223,0.2527590830296148
39,0.09270456433296204,1.2217072248458862,0.05383924022316933,0.24501842260360718,1.1577744483947754,0.20703762769699097,0.12512344317267268,0.08371982935321962,0.10101907606770166,0.0927013750002081,0.08371982935321962,0.07497692524633397,0.0638944122370866,0.29876401562952476
40,0.09096795320510864,1.2244902849197388,0.05447022244334221,0.2306993454694748,1.1607651710510254,0.19196653366088867,0.12788635605925341,0.0945874938263762,0.10958652556036616,0.10308792013761318,0.0945874938263762,0.08566658524863158,0.0741980884819081,0.27906822648024354
41,0.09348777681589127,1.2175225019454956,0.05509557947516441,0.2404489368200302,1.1536245346069336,0.20343069732189178,0.12508698453846714,0.09085948073186777,0.10817854674484967,0.10048622701941502,0.09085948073186777,0.08014010585037533,0.06624514784040114,0.2789895212492083
42,0.09248293936252594,1.221935749053955,0.054675836116075516,0.23509487509727478,1.158370018005371,0.19821284711360931,0.12313848228545692,0.0858959470634408,0.10216050299441233,0.0949097788267114,0.0858959470634408,0.07676564021609643,0.06541216761137335,0.26276459475110636
43,0.08687632530927658,1.2109475135803223,0.052401937544345856,0.23072978854179382,1.1484371423721313,0.19473527371883392,0.12267936264974187,0.09136221284220025,0.10459842715582521,0.09889748190966528,0.09136221284220025,0.08307517554121223,0.07237217093843928,0.25057160029082204
44,0.08667507022619247,1.194442629814148,0.051876310259103775,0.24998444318771362,1.1321907043457031,0.2106669545173645,0.12764351373186975,0.09227498076615995,0.10872185180502286,0.1018463669101871,0.09227498076615995,0.0822466646011873,0.07008854924822097,0.27044476467991885
45,0.08811816573143005,1.1820801496505737,0.051695067435503006,0.2550622820854187,1.1198967695236206,0.21527202427387238,0.12929294233773037,0.10016718864801989,0.11037424163426633,0.10653827255592349,0.10016718864801989,0.09180496299756764,0.08067318270826974,0.2925954482735608
46,0.09325363487005234,1.2008342742919922,0.05456164851784706,0.2595377266407013,1.1379159688949585,0.22300411760807037,0.1282050565971472,0.1002818693927794,0.11238997050461862,0.10808730573223194,0.1002818693927794,0.09197585223968047,0.08243696803800264,0.23447933130041643
47,0.09188194572925568,1.1936601400375366,0.05297660827636719,0.26322972774505615,1.131304144859314,0.22429488599300385,0.12591612646183267,0.09430319942392446,0.10718024144429826,0.10226870342233356,0.09430319942392446,0.08566684973032378,0.07530263179005313,0.2509040222266806
48,0.08665939420461655,1.1704779863357544,0.05090004578232765,0.2539391815662384,1.109134554862976,0.21415355801582336,0.13365334479689836,0.1065505289733268,0.11549065622853666,0.11232518695260262,0.1065505289733268,0.09864600302873598,0.08913423222183102,0.2693364088058295
49,0.08309803903102875,1.1527366638183594,0.04821231961250305,0.2524776756763458,1.0923676490783691,0.21207456290721893,0.1411512882839597,0.11763617653032449,0.1298223347355448,0.1254469529896954,0.11763617653032449,0.10742113937911778,0.09385245832382895,0.2407377688552152
50,0.08555010706186295,1.1675360202789307,0.05031802877783775,0.2507007420063019,1.106784701347351,0.20991699397563934,0.1324949832093451,0.10116342490678258,0.11797129769387392,0.11085209891222955,0.10116342490678258,0.09035398898378579,0.07647083457315512,0.24687319030842186
51,0.08057752996683121,1.1366586685180664,0.048180412501096725,0.26198524236679077,1.076888918876648,0.21651266515254974,0.13707638848689563,0.11116871525528463,0.12459824769366792,0.11960997159473036,0.11116871525528463,0.10032174044435554,0.08689700939037338,0.2767462191798129
52,0.08151352405548096,1.1496222019195557,0.04921261593699455,0.25656840205192566,1.0897997617721558,0.21355538070201874,0.14611251113569212,0.11842571752554086,0.13298161554259774,0.1276865476429154,0.11842571752554086,0.10744032349317023,0.09293915031309691,0.28680635751371897
53,0.08085550367832184,1.1375054121017456,0.04800666868686676,0.2606612741947174,1.078119158744812,0.21681003272533417,0.13581316807081498,0.1128999224117485,0.12735516114704107,0.1223346680517725,0.1128999224117485,0.10035554915625487,0.08548077898482932,0.2632279713649102
