epoch,accuracy,binary_dice_coefficient,dice_coefficient,loss,lr,val_accuracy,val_binary_dice_coefficient,val_dice_coefficient,val_loss
0,0.9768096208572388,0.07253926992416382,0.01241642702370882,0.6940521001815796,1e-04,0.16651879251003265,0.006721313111484051,0.00655352883040905,0.7369474768638611
1,0.9783434867858887,0.15156200528144836,0.021584615111351013,0.6873773336410522,1e-04,0.5539707541465759,0.011695006862282753,0.009640480391681194,0.7587669491767883
2,0.9843394756317139,0.22916960716247559,0.034939855337142944,0.6782788634300232,1e-04,0.9185323715209961,0.06684000045061111,0.02488265559077263,0.703202486038208
3,0.9891597628593445,0.30028924345970154,0.0498749315738678,0.6677274107933044,1e-04,0.9613598585128784,0.11061270534992218,0.03460440784692764,0.6821469664573669
4,0.991725742816925,0.34501752257347107,0.06594697386026382,0.6565822958946228,1e-04,0.9581595063209534,0.10979767143726349,0.05073695257306099,0.6839388608932495
5,0.9927922487258911,0.3720206022262573,0.08350328356027603,0.6442882418632507,1e-04,0.9929288029670715,0.30367040634155273,0.07810123264789581,0.6496517658233643
6,0.9943783283233643,0.42458292841911316,0.10719656199216843,0.6275116801261902,1e-04,0.9941524863243103,0.33036139607429504,0.09658394008874893,0.6356200575828552
7,0.994354784488678,0.4126875698566437,0.12813594937324524,0.6130197644233704,1e-04,0.9932180643081665,0.3578639328479767,0.12351158261299133,0.6189391016960144
8,0.9956806302070618,0.462085098028183,0.16671061515808105,0.5858424305915833,1e-04,0.9943203330039978,0.35989266633987427,0.13774611055850983,0.6072344183921814
9,0.9958341121673584,0.47308918833732605,0.2005862146615982,0.5622134804725647,1e-04,0.9311773180961609,0.07402992993593216,0.05792083591222763,0.7071276307106018
10,0.9963192343711853,0.48483115434646606,0.23179011046886444,0.5402148962020874,1e-04,0.9957730770111084,0.4082624316215515,0.2087199091911316,0.5575031638145447
11,0.9969114065170288,0.508769690990448,0.2771754860877991,0.5082023739814758,1e-04,0.9970952272415161,0.492069810628891,0.1860600858926773,0.5726891756057739
12,0.9968715906143188,0.531195342540741,0.3181198537349701,0.4797229468822479,1e-04,0.9968912601470947,0.5036236643791199,0.2952920198440552,0.4967135787010193
