epoch,accuracy,dice_loss,loss,val_accuracy,val_dice_loss,val_loss
0,0.647285521030426,0.9832423329353333,0.9832423329353333,0.0032658844720572233,0.9931188225746155,0.9931188225746155
1,0.9067215323448181,0.9627928137779236,0.9627928137779236,0.48753833770751953,0.9906885027885437,0.9906885027885437
2,0.9878029227256775,0.8415257930755615,0.8415257930755615,0.7316566705703735,0.9861776828765869,0.9861776828765869
3,0.9960706233978271,0.7213324904441833,0.7213324904441833,0.8344597816467285,0.9279785752296448,0.9279785752296448
4,0.9970089197158813,0.6626347899436951,0.6626347899436951,0.9205875992774963,0.86112380027771,0.86112380027771
5,0.9970906972885132,0.6375988721847534,0.6375988721847534,0.961674690246582,0.8358781933784485,0.8358781933784485
6,0.9972241520881653,0.6120448708534241,0.6120448708534241,0.9944263100624084,0.7188620567321777,0.7188620567321777
7,0.9975055456161499,0.5787964463233948,0.5787964463233948,0.992275059223175,0.6933667063713074,0.6933667063713074
8,0.9976049661636353,0.5622849464416504,0.5622849464416504,0.994711697101593,0.749871551990509,0.749871551990509
9,0.9976637363433838,0.5467456579208374,0.5467456579208374,0.9422062039375305,0.8033766746520996,0.8033766746520996
10,0.9976790547370911,0.5362818837165833,0.5362818837165833,0.9572576284408569,0.7575049996376038,0.7575049996376038
11,0.9977869391441345,0.5179572105407715,0.5179572105407715,0.9973371624946594,0.6542938351631165,0.6542938351631165
12,0.99782794713974,0.5063052773475647,0.5063052773475647,0.9913332462310791,0.6590160131454468,0.6590160131454468
13,0.9977219700813293,0.5275477170944214,0.5275477170944214,0.9964391589164734,0.7860004901885986,0.7860004901885986
14,0.9978435039520264,0.5035596489906311,0.5035596489906311,0.9972198605537415,0.6769160628318787,0.6769160628318787
15,0.9979969263076782,0.48170822858810425,0.48170822858810425,0.994113564491272,0.6413831114768982,0.6413831114768982
16,0.9979783296585083,0.48095303773880005,0.48095303773880005,0.9715880751609802,0.7314705848693848,0.7314705848693848
17,0.997830331325531,0.4792356491088867,0.4792356491088867,0.9977020621299744,0.6922013759613037,0.6922013759613037
18,0.9980484843254089,0.4615350067615509,0.4615350067615509,0.9910291433334351,0.6773805022239685,0.6773805022239685
19,0.9981383681297302,0.44350841641426086,0.44350841641426086,0.985517680644989,0.6606506705284119,0.6606506705284119
20,0.9981955289840698,0.4354619085788727,0.4354619085788727,0.9971407055854797,0.6288396716117859,0.6288396716117859
21,0.9981802105903625,0.43236035108566284,0.43236035108566284,0.9908843636512756,0.6450853943824768,0.6450853943824768
22,0.9982176423072815,0.4197298288345337,0.4197298288345337,0.9949366450309753,0.6334773302078247,0.6334773302078247
23,0.9982385635375977,0.4192679524421692,0.4192679524421692,0.9924296736717224,0.6424041390419006,0.6424041390419006
24,0.9982788562774658,0.4116511940956116,0.4116511940956116,0.9967374205589294,0.6910674571990967,0.6910674571990967
25,0.9981262683868408,0.44359463453292847,0.44359463453292847,0.9955116510391235,0.6471168398857117,0.6471168398857117
26,0.9982121586799622,0.4254057705402374,0.4254057705402374,0.9942010641098022,0.6413520574569702,0.6413520574569702
27,0.9983425736427307,0.40813276171684265,0.40813276171684265,0.9893861413002014,0.6467634439468384,0.6467634439468384
28,0.9981237649917603,0.4361722469329834,0.4361722469329834,0.9906918406486511,0.6791900992393494,0.6791900992393494
29,0.9982910752296448,0.40203407406806946,0.40203407406806946,0.9974846839904785,0.6412574052810669,0.6412574052810669
30,0.9983777403831482,0.3917437791824341,0.3917437791824341,0.9905030727386475,0.631152868270874,0.631152868270874
31,0.9984610080718994,0.37625008821487427,0.37625008821487427,0.9960616230964661,0.599444568157196,0.599444568157196
32,0.9984908103942871,0.36813223361968994,0.36813223361968994,0.9961940050125122,0.5996493697166443,0.5996493697166443
33,0.9985016584396362,0.36295512318611145,0.36295512318611145,0.9956830739974976,0.5981479287147522,0.5981479287147522
34,0.9985185861587524,0.35969284176826477,0.35969284176826477,0.9957743883132935,0.6017542481422424,0.6017542481422424
35,0.9985290765762329,0.35726049542427063,0.35726049542427063,0.9957150220870972,0.6008179187774658,0.6008179187774658
