epoch,accuracy,dice_coefficient,loss,lr,val_accuracy,val_dice_coefficient,val_loss
31,0.996177613735199,1.2610746891184021e-09,0.704619824886322,1.25e-05,0.9958680272102356,2.0160393354728967e-09,0.7049948573112488
32,0.9961782097816467,1.2758218925768006e-09,0.7046200037002563,1.25e-05,0.9958680272102356,2.0403860823137165e-09,0.7049948573112488
33,0.9961784482002258,1.293306017835505e-09,0.7046201229095459,1.25e-05,0.9958680272102356,2.0662642707947043e-09,0.7049948573112488
34,0.9961783289909363,1.3111718377700754e-09,0.7046200037002563,1.25e-05,0.9958680272102356,2.092631623540342e-09,0.7049948573112488
35,0.9961784482002258,1.3267494880508934e-09,0.7046200037002563,1.25e-05,0.9958680272102356,2.119426634195065e-09,0.7049948573112488
36,0.9961784482002258,1.347822520259001e-09,0.7046200633049011,1.25e-05,0.9958680272102356,2.1470738520434907e-09,0.7049948573112488
37,0.9961785078048706,1.3716060509594286e-09,0.7046203017234802,1.25e-05,0.9958680272102356,2.1747608158761977e-09,0.7049948573112488
38,0.9961785078048706,1.390630055553288e-09,0.7046200037002563,1.25e-05,0.9958680272102356,2.2038555425041295e-09,0.7049948573112488
39,0.9961788058280945,1.4087625510583734e-09,0.7046201825141907,1.25e-05,0.9958680272102356,2.232775964117195e-09,0.7049948573112488
40,0.9961783289909363,1.433532403893878e-09,0.7046200633049011,1.25e-05,0.9958680272102356,2.2617123729418154e-09,0.7049948573112488
41,0.9961783289909363,1.454973030945439e-09,0.7046194076538086,6.25e-06,0.9958680272102356,2.2763195772768086e-09,0.7049948573112488
42,0.9961780309677124,1.4706420525811836e-09,0.7046200037002563,6.25e-06,0.9958680272102356,2.2916362141245372e-09,0.7049948573112488
43,0.9961788058280945,1.4827823413554597e-09,0.7046201229095459,6.25e-06,0.9958680272102356,2.3073425392539093e-09,0.7049948573112488
44,0.9961779713630676,1.5017260768246388e-09,0.7046200633049011,6.25e-06,0.9958680272102356,2.323739645149203e-09,0.7049948573112488
45,0.9961783289909363,1.5173176048932646e-09,0.7046199440956116,6.25e-06,0.9958680272102356,2.340465377059786e-09,0.7049948573112488
46,0.9961778521537781,1.5390538843362833e-09,0.7046197652816772,6.25e-06,0.9958680272102356,2.3576396390723176e-09,0.7049948573112488
47,0.996178925037384,1.5559886712424031e-09,0.7046200037002563,6.25e-06,0.9958680272102356,2.3746296040627612e-09,0.7049948573112488
48,0.9961784482002258,1.5786637552750449e-09,0.7046201229095459,6.25e-06,0.9958680272102356,2.391846942728648e-09,0.7049948573112488
49,0.9961783289909363,1.601792587457851e-09,0.7046201825141907,6.25e-06,0.9958680272102356,2.409038524220364e-09,0.7049948573112488
