epoch,dice_coefficient,loss,safe_binary_iou,val_dice_coefficient,val_whole_dice_hard,val_whole_dice_hard_best_thr,val_whole_dice_hard_best_thr_score,val_whole_dice_hard_brainmask,val_whole_dice_hard_brainmask_best_thr,val_whole_dice_hard_brainmask_best_thr_score,val_whole_dice_hard_brainmask_delta,val_whole_dice_hard_brainmask_thr_0p30,val_whole_dice_hard_brainmask_thr_0p40,val_whole_dice_hard_brainmask_thr_0p50,val_whole_dice_hard_brainmask_thr_0p60,val_whole_dice_hard_brainmask_thr_0p70,val_whole_dice_hard_postproc_delta,val_whole_dice_hard_raw,val_whole_dice_hard_raw_best_thr,val_whole_dice_hard_raw_best_thr_score,val_whole_dice_hard_raw_thr_0p30,val_whole_dice_hard_raw_thr_0p40,val_whole_dice_hard_raw_thr_0p50,val_whole_dice_hard_raw_thr_0p60,val_whole_dice_hard_raw_thr_0p70,val_whole_dice_hard_thr_0p30,val_whole_dice_hard_thr_0p40,val_whole_dice_hard_thr_0p50,val_whole_dice_hard_thr_0p60,val_whole_dice_hard_thr_0p70,val_whole_dice_micro
0,0.0007735342951491475,1.2531688213348389,0.04724999889731407,0.0013365672349808602,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,0.3,8.20536345900904e-10,0.0,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.0,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.002127090826924232
1,0.0013452263083308935,1.1865956783294678,0.048500001430511475,0.0021136248152303708,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,0.3,8.20536345900904e-10,0.0,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.0,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.0034137344887262416
2,0.0026911566965281963,1.1505334377288818,0.042249999940395355,0.0031579881389081506,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,0.3,8.20536345900904e-10,0.0,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.0,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.00500453619191593
3,0.003642817959189415,1.1228115558624268,0.03974999859929085,0.006635545158826069,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,0.3,8.20536345900904e-10,0.0,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.0,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.01075728731105053
4,0.0039040183182805777,1.1070810556411743,0.03974999859929085,0.0051863940075821645,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,0.3,8.20536345900904e-10,0.0,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.0,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.008312222841574266
5,0.004232028964906931,1.1084972620010376,0.03849999979138374,0.007404354266866397,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,0.3,8.20536345900904e-10,0.0,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.0,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.011943676988424483
6,0.004974173381924629,1.1120996475219727,0.03700000047683716,0.008625693688461803,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,0.3,8.20536345900904e-10,0.0,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.0,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.013942873576071975
7,0.007709964644163847,1.1204748153686523,0.03700000047683716,0.009023868588676577,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,0.3,8.20536345900904e-10,0.0,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.0,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.014597665057699367
8,0.00836461316794157,1.1210949420928955,0.03674999997019768,0.010086239535247843,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,0.3,8.20536345900904e-10,0.0,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.0,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.016266090393254825
9,0.009401007555425167,1.1198986768722534,0.038750000298023224,0.010542624857202193,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,0.3,8.20536345900904e-10,0.0,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.0,8.20536345900904e-10,0.3,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,8.20536345900904e-10,0.017040795730940146
