epoch,accuracy,dice_loss,loss,val_accuracy,val_dice_loss,val_loss
0,0.4798484146595001,0.9924176931381226,1.1007754802703857,0.05199488624930382,0.9940783381462097,1.049859642982483
1,0.6839343905448914,0.991339385509491,1.041732668876648,0.13279801607131958,0.9934394359588623,1.0529998540878296
2,0.8423511981964111,0.9904654622077942,1.014747142791748,0.6256270408630371,0.9931439757347107,1.0337262153625488
3,0.9415041208267212,0.9888949990272522,1.0001521110534668,0.737109899520874,0.9916563630104065,1.0190683603286743
4,0.9754972457885742,0.983894944190979,0.9895696043968201,0.6796084046363831,0.9904511570930481,1.024167537689209
5,0.9840084314346313,0.9649689197540283,0.9688321352005005,0.6073427200317383,0.9876496195793152,1.0718568563461304
6,0.9914002418518066,0.8856039643287659,0.8903661370277405,0.7603719234466553,0.9866803288459778,1.092058539390564
7,0.9940773248672485,0.8223756551742554,0.8289039731025696,0.4682139456272125,0.9885016083717346,1.625840663909912
8,0.9955843091011047,0.7902320027351379,0.7967395186424255,0.7497228384017944,0.9793404936790466,1.3883171081542969
9,0.9961386322975159,0.7606329321861267,0.7676982283592224,0.7600979208946228,0.9792234301567078,1.6264861822128296
10,0.9964447021484375,0.7401154637336731,0.7473046779632568,0.8064993619918823,0.9720622897148132,1.7883304357528687
11,0.9966670274734497,0.7193337082862854,0.7263453602790833,0.7045029997825623,0.9809862971305847,2.6393470764160156
12,0.996828019618988,0.7045955657958984,0.7115338444709778,0.8661108613014221,0.9721692204475403,1.751320481300354
13,0.9968748092651367,0.6994602680206299,0.7064813375473022,0.854697048664093,0.9749534726142883,1.7711271047592163
14,0.9969751238822937,0.6841815710067749,0.6910935044288635,0.867286205291748,0.9771783947944641,1.7368820905685425
15,0.9971303343772888,0.6650105118751526,0.6715773940086365,0.9008896350860596,0.9772927165031433,1.5420106649398804
16,0.9971035122871399,0.6680220365524292,0.6747578978538513,0.9291341304779053,0.9759271740913391,1.3805750608444214
17,0.9971491098403931,0.6591581702232361,0.6658121943473816,0.9019164443016052,0.9746382832527161,1.5557751655578613
18,0.9971944689750671,0.6574949026107788,0.6640774011611938,0.9448707103729248,0.9766177535057068,1.2676217555999756
19,0.997166097164154,0.6535671353340149,0.660239040851593,0.8903554081916809,0.9716472625732422,1.6257466077804565
20,0.9972121119499207,0.6531433463096619,0.6596532464027405,0.9426830410957336,0.9680566787719727,1.2892102003097534
21,0.9972501993179321,0.649482011795044,0.655979335308075,0.9510580897331238,0.9706578254699707,1.2397600412368774
22,0.9972543120384216,0.6487281918525696,0.6552438735961914,0.9388669729232788,0.9752936363220215,1.3106365203857422
23,0.9972791075706482,0.6399461627006531,0.6464344263076782,0.959735095500946,0.975593626499176,1.1827212572097778
24,0.997349739074707,0.6293652057647705,0.635686457157135,0.9534549117088318,0.9771028161048889,1.2461413145065308
25,0.9973410367965698,0.6321386098861694,0.6385178565979004,0.956135094165802,0.973544180393219,1.2233641147613525
26,0.9973503351211548,0.6326961517333984,0.6390349864959717,0.9368143677711487,0.9786476492881775,1.3495856523513794
27,0.9973323941230774,0.6367104053497314,0.6431348323822021,0.9432817101478577,0.9805973172187805,1.3226087093353271
28,0.9973716139793396,0.6319886445999146,0.6382353901863098,0.9504614472389221,0.977355420589447,1.2621551752090454
