epoch,accuracy,binary_dice_coefficient,dice_coefficient,loss,lr,val_accuracy,val_binary_dice_coefficient,val_dice_coefficient,val_loss
0,0.5263838171958923,0.009899765253067017,0.0077464645728468895,0.737095832824707,1.6e-05,0.35039278864860535,0.0063579510897397995,0.006434914190322161,0.7131994962692261
1,0.8894866704940796,0.008278810419142246,0.00784922856837511,0.6510006189346313,1.6e-05,0.7825210094451904,0.006144166924059391,0.006407860666513443,0.6819672584533691
2,0.9642716646194458,0.00327413622289896,0.0078086876310408115,0.6160412430763245,3.2e-05,0.980218768119812,0.0019422413315623999,0.006224197335541248,0.6410946846008301
3,0.9836292266845703,0.04284532368183136,0.010035530664026737,0.5894066691398621,4.8e-05,0.8740015029907227,0.03714868426322937,0.010933978483080864,0.6151978373527527
4,0.9906765222549438,0.12000691145658493,0.016895635053515434,0.5673708319664001,6.4e-05,0.8994073271751404,0.061635203659534454,0.015740811824798584,0.693242609500885
5,0.9932457208633423,0.1606568843126297,nan,nan,8e-05,0.9941182136535645,0.03819601237773895,nan,nan
6,0.9724847078323364,0.1437368392944336,nan,nan,7.99583e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
7,0.9408910274505615,0.09126890450716019,nan,nan,7.983328e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
8,0.9433074593544006,0.09352468699216843,nan,nan,7.96252e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
9,0.9453490376472473,0.09617612510919571,nan,nan,7.9334495e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
10,0.9459071159362793,0.09583283215761185,nan,nan,7.896178e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
11,0.9448229074478149,0.09548640251159668,nan,nan,7.850782e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
12,0.9410440921783447,0.09206996858119965,nan,nan,7.797357e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
13,0.9379833340644836,0.08906112611293793,nan,nan,7.736015e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
14,0.9344387054443359,0.08587846159934998,nan,nan,7.666883e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
15,0.9350171089172363,0.08535482734441757,nan,nan,7.5901065e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
16,0.937343180179596,0.08725925534963608,nan,nan,7.505845e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
17,0.9405446648597717,0.09046456962823868,nan,nan,7.414275e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
18,0.944640576839447,0.0948428213596344,nan,nan,7.315587e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
19,0.9482867121696472,0.0983491912484169,nan,nan,7.2099865e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
20,0.9514429569244385,0.10101596266031265,nan,nan,7.097696e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
21,0.956467866897583,0.10685481876134872,nan,nan,6.978948e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
22,0.958680272102356,0.1119266077876091,nan,nan,6.853991e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
23,0.9582838416099548,0.11094849556684494,nan,nan,6.723087e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
24,0.9591380953788757,0.11262494325637817,nan,nan,6.5865075e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
25,0.9616564512252808,0.11491388827562332,nan,nan,6.444538e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
26,0.9621570706367493,0.1154007688164711,nan,nan,6.297476e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
27,0.9601911306381226,0.11155939102172852,nan,nan,6.145628e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
28,0.9557272791862488,0.10187200456857681,0.023805351927876472,0.5535147786140442,5.9893107e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
29,0.9535461068153381,0.09424083679914474,0.022454751655459404,0.5564236640930176,5.8288508e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
30,0.9541081786155701,0.08965566009283066,0.021375387907028198,0.5579530596733093,5.664583e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
31,0.9555287957191467,0.08671334385871887,0.02070992812514305,0.5587436556816101,5.4968503e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
32,0.9585611820220947,0.08559577167034149,0.02002771943807602,0.558768630027771,5.326003e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
33,0.9623050093650818,0.08568903803825378,0.01929854042828083,0.5584796667098999,5.152398e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
34,0.965603768825531,0.08702661097049713,0.01886080764234066,0.5583038330078125,4.9763974e-05,0.9966875910758972,2.7348860953679832e-09,nan,nan
