epoch,dice_coefficient,foreground_fraction,hard_dice_metric,loss,val_dice_coefficient,val_foreground_fraction,val_hard_dice_metric,val_loss,val_whole_dice_hard,val_whole_dice_hard_best_thr,val_whole_dice_hard_best_thr_score,val_whole_dice_soft_macro
0,0.051801204681396484,0.0075139859691262245,0.5783069133758545,0.6292406916618347,0.08427459001541138,0.008385377004742622,0.5344240665435791,0.6642224788665771,0.2589427224428986,0.8,0.2970527082448352,0.22176283650973233
1,0.04631257429718971,0.0073984055779874325,0.5343337059020996,0.6411078572273254,0.08308097720146179,0.00917115155607462,0.504141092300415,0.6602975130081177,0.24762006869360537,0.8,0.28720083715424505,0.21222208847204682
2,0.04152538999915123,0.007737056352198124,0.5308128595352173,0.6515148282051086,0.08358212560415268,0.007825949229300022,0.5492877960205078,0.6620818376541138,0.2684807134211891,0.8,0.3134098624221247,0.21948008425798865
3,0.046621985733509064,0.007340695708990097,0.5293378233909607,0.6384872198104858,0.08121432363986969,0.009305042214691639,0.5010175108909607,0.6580359935760498,0.24709027426143002,0.8,0.29131136738872015,0.20658737738532612
4,0.04484002664685249,0.0078731132671237,0.5395956039428711,0.6512704491615295,0.08056794852018356,0.009699624963104725,0.5057051181793213,0.6555255055427551,0.24281288565667442,0.8,0.2885268518726074,0.20082167965417405
5,0.04777160659432411,0.007967078126966953,0.5366263389587402,0.6424976587295532,0.08391182124614716,0.008185849525034428,0.5435720682144165,0.65854412317276,0.26545262695468874,0.8,0.30941685675877495,0.2216629396969847
6,0.04556269943714142,0.007352146785706282,0.5479536652565002,0.641028881072998,0.08588860929012299,0.00808908324688673,0.5546168684959412,0.6603495478630066,0.2689320443656072,0.8,0.3127970763761261,0.22899326388218216
7,0.05419718474149704,0.008413979783654213,0.5577509999275208,0.6410013437271118,0.08569876849651337,0.008212309330701828,0.5616319179534912,0.6593177318572998,0.26937498176654373,0.8,0.3126501925559939,0.23049595659980443
8,0.05000549182295799,0.008288903161883354,0.5412003993988037,0.650161862373352,0.08438465744256973,0.007929935120046139,0.5652507543563843,0.6578438878059387,0.2726261644331975,0.8,0.31781234886903803,0.22716337202342232
9,0.05612603947520256,0.008325205184519291,0.5466675162315369,0.6417653560638428,0.0828901156783104,0.008641459047794342,0.549658477306366,0.6541073322296143,0.2616555292788567,0.8,0.30697631201505365,0.21868359623259712
10,0.04228787496685982,0.007662941701710224,0.5494974255561829,0.6467697620391846,0.08386081457138062,0.008320480585098267,0.5507635474205017,0.6552663445472717,0.2658629325518575,0.8,0.311313017216386,0.22224269999040458
11,0.04804453253746033,0.008025214076042175,0.5566339492797852,0.6355842351913452,0.08487937599420547,0.008441466838121414,0.5624199509620667,0.6556472182273865,0.26613973963336723,0.8,0.3108736294078435,0.22597702479207898
12,0.043298494070768356,0.008634950034320354,0.5432175993919373,0.6419352889060974,0.0831293910741806,0.008909767493605614,0.5232890248298645,0.654508113861084,0.25567261695747223,0.8,0.30147544795933484,0.2169471215435009
13,0.04897882789373398,0.007833357900381088,0.5361634492874146,0.630774736404419,0.08441462367773056,0.008543677628040314,0.5483784079551697,0.6559088230133057,0.2627241822702581,0.8,0.3082371804638102,0.22332672888530727
14,0.056717172265052795,0.008486425504088402,0.5602998733520508,0.6324379444122314,0.08491644263267517,0.008491495624184608,0.5557461380958557,0.6559510827064514,0.26450650286195204,0.8,0.31038784993622753,0.2247293265280077
