epoch,dice_coefficient,loss,lr,val_dice_coefficient,val_loss
0,0.007401411887258291,2.6876347064971924,1e-05,0.00758294528350234,2.52286434173584
1,0.009315434843301773,2.318397045135498,2e-05,0.008744184859097004,2.1998324394226074
2,0.010226421058177948,1.9712175130844116,3e-05,0.010289388708770275,1.8091950416564941
3,0.011533616110682487,1.6751821041107178,4e-05,0.010787464678287506,1.5269392728805542
4,0.022925328463315964,1.4584214687347412,5e-05,0.023809196427464485,1.6342259645462036
5,0.03407370671629906,1.3313207626342773,6e-05,0.023935699835419655,1.2756818532943726
6,0.04512065276503563,1.249893307685852,7e-05,0.042685095220804214,1.3691591024398804
7,0.05338341370224953,1.1961734294891357,8e-05,0.04612898454070091,1.3238277435302734
8,0.06449369341135025,1.150275707244873,9e-05,0.058320846408605576,1.2128974199295044
9,0.06599223613739014,1.1233882904052734,1e-04,0.0357673205435276,1.2183582782745361
10,0.07305850088596344,1.1006617546081543,1e-04,0.0539902038872242,1.159293532371521
11,0.08213263750076294,1.0746945142745972,1e-04,0.08218125253915787,1.1832457780838013
12,0.0892154648900032,1.059680700302124,1e-04,0.07478921860456467,1.3760420083999634
13,0.09077470004558563,1.0494976043701172,1e-04,0.0683748722076416,1.168655514717102
14,0.10557695478200912,1.0294101238250732,1e-04,0.05918237566947937,1.0582153797149658
15,0.11930520832538605,1.0067616701126099,1e-04,0.1236625537276268,1.0694223642349243
16,0.1284548044204712,0.9875301718711853,1e-04,0.1217603012919426,1.030535340309143
17,0.12438821792602539,0.9892618656158447,1e-04,0.15742217004299164,0.9604363441467285
18,0.1344659924507141,0.973533570766449,1e-04,0.12156771868467331,1.0216916799545288
19,0.14709687232971191,0.9614118337631226,1e-04,0.1410285085439682,0.9468266367912292
20,0.14684471487998962,0.9556573033332825,1e-04,0.13657474517822266,0.9465534090995789
21,0.15917900204658508,0.9384258389472961,1e-04,0.12434223294258118,0.9572649598121643
22,0.16358666121959686,0.9288225173950195,1e-04,0.18294207751750946,0.8917567729949951
23,0.16764605045318604,0.9275134205818176,1e-04,0.17955823242664337,0.9831083416938782
24,0.1980525702238083,0.890730619430542,1e-04,0.2325993925333023,0.8711287379264832
25,0.20733582973480225,0.8794345259666443,1e-04,0.18799154460430145,0.8907354474067688
26,0.19792647659778595,0.8872804045677185,1e-04,0.2401583045721054,0.8577204346656799
27,0.22786620259284973,0.8534464836120605,1e-04,0.23467141389846802,0.8363028168678284
28,0.2191856950521469,0.8602012395858765,1e-04,0.1708398312330246,0.8986656665802002
29,0.24737411737442017,0.8366304636001587,1e-04,0.2699950933456421,0.8058019280433655
30,0.2576535642147064,0.8231433629989624,1e-04,0.20243673026561737,0.8767897486686707
31,0.2580651044845581,0.8210548162460327,1e-04,0.29116371273994446,0.7875967025756836
32,0.25052621960639954,0.8315111994743347,1e-04,0.16121937334537506,0.9136720299720764
33,0.2574627995491028,0.8233294486999512,1e-04,0.3202182948589325,0.7576329708099365
34,0.2719222903251648,0.8075116872787476,1e-04,0.292326956987381,0.7964387536048889
35,0.28871119022369385,0.7837318181991577,1e-04,0.2995929419994354,0.8138239979743958
36,0.28712689876556396,0.7844467163085938,1e-04,0.2697616517543793,0.7987545132637024
37,0.30659160017967224,0.766632616519928,1e-04,0.3327716588973999,0.7384622097015381
38,0.3197977840900421,0.7525160908699036,1e-04,0.31951379776000977,0.7486562132835388
39,0.311321496963501,0.7612292766571045,1e-04,0.286378413438797,0.7845355868339539
40,0.3135548233985901,0.7574031949043274,1e-04,0.3239019811153412,0.7433342933654785
41,0.31748509407043457,0.7573542594909668,1e-04,0.20406758785247803,0.8693397641181946
42,0.315716415643692,0.7571111917495728,1e-04,0.2462417036294937,0.82899409532547
43,0.3361268937587738,0.7344995141029358,1e-04,0.26081597805023193,0.808520495891571
44,0.34045079350471497,0.7291995882987976,1e-04,0.3182719647884369,0.7512049078941345
45,0.3143845498561859,0.7612606287002563,1e-04,0.3497450053691864,0.7332995533943176
46,0.3617611527442932,0.7111878991127014,1e-04,0.30361515283584595,0.7678408622741699
47,0.3617442548274994,0.7076017260551453,1e-04,0.30707529187202454,0.7641597390174866
48,0.3587959408760071,0.7099007368087769,1e-04,0.3722786605358124,0.6966853141784668
49,0.34943345189094543,0.72407466173172,1e-04,0.3522665500640869,0.746408224105835
50,0.3629634380340576,0.7126607894897461,1e-04,0.3586089611053467,0.7156083583831787
51,0.3643976151943207,0.706975519657135,1e-04,0.38912391662597656,0.6965879797935486
52,0.3977822959423065,0.6699544787406921,1e-04,0.3835115134716034,0.6864925026893616
53,0.38847872614860535,0.6768067479133606,1e-04,0.3134014308452606,0.7556524276733398
54,0.38172346353530884,0.6859622001647949,1e-04,0.34513071179389954,0.7258331179618835
55,0.4019678235054016,0.6658429503440857,1e-04,0.18059863150119781,0.8958074450492859
56,0.3819645643234253,0.6954200267791748,1e-04,0.3559822142124176,0.7877303957939148
57,0.38383424282073975,0.6934517025947571,1e-04,0.3727450370788574,0.7119757533073425
58,0.4021756947040558,0.6692009568214417,1e-04,0.3617575466632843,0.7115703225135803
59,0.42133629322052,0.646186351776123,1e-04,0.3959619998931885,0.6941127777099609
60,0.3971364498138428,0.671852171421051,1e-04,0.38892364501953125,0.6899897456169128
61,0.3985716998577118,0.6747093200683594,1e-04,0.34097257256507874,0.8062007427215576
62,0.42389315366744995,0.6489948630332947,1e-04,0.3409993648529053,0.8628432750701904
63,0.41278746724128723,0.6560206413269043,1e-04,0.39723339676856995,0.6785410046577454
64,0.41578948497772217,0.649395227432251,1e-04,0.3929870128631592,0.6930356621742249
65,0.4355679452419281,0.6297228932380676,1e-04,0.38935157656669617,0.6884488463401794
66,0.4543295204639435,0.6087613701820374,1e-04,0.39727720618247986,0.685952365398407
67,0.45329928398132324,0.608215868473053,1e-04,0.38162049651145935,0.7215779423713684
68,0.4481630325317383,0.6143378019332886,1e-04,0.3367953300476074,0.7386698126792908
69,0.45018529891967773,0.6101916432380676,1e-04,0.3549322187900543,0.7198620438575745
70,0.4604204595088959,0.6004560589790344,1e-04,0.31590735912323,0.7577872276306152
71,0.47469982504844666,0.5871054530143738,1e-04,0.37383437156677246,0.7117298245429993
72,0.47415056824684143,0.5846112966537476,5e-05,0.3973523676395416,0.6724228858947754
73,0.46875548362731934,0.5886520743370056,5e-05,0.4068111479282379,0.6578608751296997
74,0.4764532446861267,0.579310417175293,5e-05,0.40262460708618164,0.6649226546287537
75,0.4920788109302521,0.5630350112915039,5e-05,0.3712286949157715,0.6923019289970398
76,0.4926694333553314,0.5623654723167419,5e-05,0.38792553544044495,0.6745491027832031
77,0.4962463974952698,0.5577732920646667,5e-05,0.3096419870853424,0.7541231513023376
78,0.49193230271339417,0.5615844130516052,5e-05,0.39652517437934875,0.6725552082061768
79,0.5120882987976074,0.5415318608283997,5e-05,0.4047020375728607,0.6592904925346375
80,0.5184051394462585,0.5338223576545715,5e-05,0.3695155680179596,0.6960788369178772
81,0.4876745045185089,0.5692419409751892,5e-05,0.42782482504844666,0.6474072337150574
