epoch,dice_coefficient,loss,safe_binary_iou,val_dice_coefficient,val_whole_dice_hard,val_whole_dice_micro
0,0.00904489029198885,1.9758191108703613,0.003918350674211979,0.013648671698541661,0.013142893607508052,0.013717081174916457
1,0.01767456717789173,1.8440052270889282,0.009192750789225101,0.01303444291352993,0.013144576274104735,0.01310342457565748
2,0.02045864798128605,1.744903802871704,0.007449041586369276,0.013038163411273585,0.013336784528829922,0.013114696850306492
3,0.01783253438770771,1.6666303873062134,0.0056772357784211636,0.013918734305520777,0.0006863382969836537,0.014014721519576891
4,0.032672714442014694,1.5822844505310059,0.017494063824415207,0.013857725237431007,3.2672015436882435e-11,0.013970862828189413
5,0.02958270162343979,1.5303066968917847,0.015894878655672073,0.014184301195303858,3.26854118380613e-11,0.014321587075225923
6,0.03305859491229057,1.4809857606887817,0.013340357691049576,0.014199522485919,3.2687087312958916e-11,0.01436742239069409
7,0.02133483625948429,1.458977460861206,0.0025321459397673607,0.014309161083279684,3.2687087312958916e-11,0.014524811936096602
8,0.03208868205547333,1.416526198387146,0.03822577744722366,0.014708835160311517,3.2687087312958916e-11,0.01496174972794074
9,0.022215235978364944,1.4016209840774536,0.043256726115942,0.014470396968974633,3.2687087312958916e-11,0.014793377588914363
10,0.030760062858462334,1.370110034942627,0.018293198198080063,0.015227885196607916,3.2687087312958916e-11,0.015581387639185477
11,0.035561516880989075,1.3465367555618286,0.062159836292266846,0.017057048865341196,3.2687087312958916e-11,0.017479246286036327
12,0.02934892103075981,1.3398720026016235,0.053782422095537186,0.018894105662315433,3.2687087312958916e-11,0.019379277668588876
13,0.03426900878548622,1.3202356100082397,0.03445231169462204,0.022706920234075556,3.2687087312958916e-11,0.023285043566187914
14,0.034871093928813934,1.3112329244613647,0.05830663442611694,0.026564040608892378,3.2687087312958916e-11,0.02727858124035681
15,0.04419036954641342,1.2954065799713135,0.025893112644553185,0.03384203228046929,3.2687087312958916e-11,0.034808619472430434
16,0.04241274669766426,1.2902107238769531,0.08104626089334488,0.038088375678947635,3.2687087312958916e-11,0.03926193051775549
17,0.06182871758937836,1.260522484779358,0.022672751918435097,0.04446900941302856,3.2687087312958916e-11,0.04586701963274703
18,0.05623010918498039,1.2620898485183716,0.030005401000380516,0.04623761485436917,3.2687087312958916e-11,0.04757877943531088
19,0.07152112573385239,1.2412734031677246,0.0413782000541687,0.04801739403463954,3.2687087312958916e-11,0.049271712926390016
20,0.05810254439711571,1.2519601583480835,0.04589470848441124,0.04861152685938344,3.2687087312958916e-11,0.049836681014479
21,0.07955959439277649,1.2217984199523926,0.03189360350370407,0.049156512226989586,0.0010101922993730275,0.050190563747625976
22,0.0759708434343338,1.2274802923202515,0.043073154985904694,0.05120922251711451,0.0583574011473166,0.052135240662866796
23,0.0576045848429203,1.250096082687378,0.020773975178599358,0.05008512862018166,0.05636797776439744,0.050923835064433265
24,0.0848541334271431,1.2119486331939697,0.035209883004426956,0.05214717603382912,0.05703979107916451,0.05295986735627869
25,0.07929189503192902,1.2200711965560913,0.04493682458996773,0.04032952631243345,3.2687087312958916e-11,0.042176928183695714
26,0.08072027564048767,1.2146912813186646,0.045735858380794525,0.0398190153868933,0.0003591463955035349,0.041504840947853616
27,0.0850139707326889,1.2061188220977783,0.059174638241529465,0.022169872620693223,3.2687087312958916e-11,0.02361818337991915
28,0.07580994069576263,1.214911937713623,0.06970091164112091,0.05272579556579506,0.056728149136565924,0.05348021314102627
29,0.07960870862007141,1.2124159336090088,0.07231640815734863,0.03353248430038271,3.2687087312958916e-11,0.03580957317429141
