epoch,dice_coefficient,loss,safe_binary_iou,val_dice_coefficient,val_whole_dice_hard,val_whole_dice_hard_thr_0p30,val_whole_dice_hard_thr_0p40,val_whole_dice_hard_thr_0p50,val_whole_dice_hard_thr_0p60,val_whole_dice_hard_thr_0p70,val_whole_dice_micro
29,0.35689473152160645,0.7038561105728149,0.2581331431865692,0.1399189031042315,0.1423575245528135,0.1488338647011645,0.14675355354551642,0.1423575245528135,0.1398759431539379,0.13597936555050552,0.27980869648972584
30,0.37379327416419983,0.6884703636169434,0.27518779039382935,0.14833415043517628,0.15056512061150232,0.1573778606822904,0.1553213189781518,0.15056512061150232,0.148154632298242,0.14509718513433145,0.2983716832153143
31,0.3738178312778473,0.6892149448394775,0.27388903498649597,0.17705571643874246,0.1816217460677101,0.18600183774187878,0.1847718922826411,0.1816217460677101,0.17950552589517182,0.17636424254067223,0.3598888118815751
32,0.38933926820755005,0.6654455065727234,0.28777772188186646,0.1550491126111049,0.1569728393699594,0.1621550143202402,0.16036490911688997,0.1569728393699594,0.15506921588873548,0.15247117117866632,0.31297566326121706
33,0.396152526140213,0.6581475734710693,0.2906935513019562,0.14732992772369818,0.14972918614749522,0.15287976356498423,0.15177343140782443,0.14972918614749522,0.14862260623142445,0.1465871036883448,0.28319924630119336
34,0.39501121640205383,0.6642269492149353,0.28976061940193176,0.1600274358879985,0.16200660395608443,0.1665357764300543,0.16459198274828715,0.16200660395608443,0.16066815602993226,0.15883290439559763,0.32609496493582146
35,0.4038256108760834,0.6475966572761536,0.29623737931251526,0.17627641517278927,0.17977559734841728,0.18480132754944426,0.18266485555214756,0.17977559734841728,0.17774094688777342,0.1743870022186015,0.37402016456173043
36,0.4093543589115143,0.6458674073219299,0.3006424307823181,0.1739893689394597,0.17661353883706712,0.17977316984173247,0.17843269958606725,0.17661353883706712,0.17584767249674532,0.17433016654952643,0.3519270568225045
37,0.4143613278865814,0.6355623602867126,0.3035043478012085,0.16310481470940036,0.16542035736233626,0.16926569441863867,0.16779792225816836,0.16542035736233626,0.164345779298886,0.16184695009805058,0.3226209864997519
38,0.41869333386421204,0.6343902349472046,0.3096630275249481,0.16480625385959086,0.16680633753635482,0.17219846040972167,0.17013143153280505,0.16680633753635482,0.16515241050985416,0.16262494069646427,0.3402076837050869
39,0.4148176908493042,0.6403588652610779,0.305503249168396,0.16802098845277894,0.16977250239726313,0.17508120536885963,0.17296140170582963,0.16977250239726313,0.1687916042043639,0.16666654434470066,0.3320228307092078
40,0.40106308460235596,0.6514587998390198,0.296210914850235,0.1730975734676504,0.17500865444424962,0.1804685040222706,0.17827860910145044,0.17500865444424962,0.1738064290777672,0.1717860792999005,0.33886639384503275
