epoch,dice_coefficient,loss,safe_binary_iou,val_dice_coefficient,val_whole_dice_hard,val_whole_dice_micro
0,0.011560848914086819,1.597814917564392,0.006713980343192816,0.013108686454110605,0.01314222380464594,0.013154814511692888
1,0.01602661982178688,1.4804431200027466,0.008050733245909214,0.013157225099178093,0.01314222380464594,0.013201560562801919
2,0.025192277505993843,1.383697509765625,0.013537977822124958,0.013148246879939969,0.01314222380464594,0.013192439136569402
3,0.02637755312025547,1.3068052530288696,0.013957647606730461,0.013146213996018029,0.01314222380464594,0.013190757631682499
4,0.029237259179353714,1.2430527210235596,0.015281064435839653,0.013125784776859453,0.01314222380464594,0.013170218785055251
5,0.03164776414632797,1.1886634826660156,0.017252760007977486,0.013135037032343403,0.01314222380464594,0.01317936321080793
6,0.03171374276280403,1.1446325778961182,0.01710066944360733,0.013133487448447778,0.01314222380464594,0.013177717091559316
7,0.03284893184900284,1.1080058813095093,0.017791781574487686,0.013128151497770241,0.01314222380464594,0.013172537395194582
8,0.026190143078565598,1.0823606252670288,0.013740239664912224,0.013124671002399058,0.01314222380464594,0.01316922861001303
9,0.027586957439780235,1.0565019845962524,0.014407345093786716,0.013118284963063333,0.01314222380464594,0.013162938862067047
10,0.03147615119814873,1.0305975675582886,0.015428495593369007,0.013110163486879505,0.01314222380464594,0.013155157767832649
11,0.0305786170065403,1.0124762058258057,0.0169229693710804,0.013107994253849661,0.01314222380464594,0.01315341700551388
12,0.035991739481687546,0.992912232875824,0.018139025196433067,0.013110204166561687,0.01314222380464594,0.013156060449122377
13,0.02871284820139408,0.9852343201637268,0.014694890938699245,0.013106156262466593,0.01314222380464594,0.013152801388744518
14,0.02860451117157936,0.9733877182006836,0.014251920394599438,0.01310885387387594,0.01314222380464594,0.013156353264193846
15,0.03310485929250717,0.9593672156333923,0.01564110442996025,0.013105049546584322,0.01314222380464594,0.013153868499871777
16,0.03271352872252464,0.9510701298713684,0.014814532361924648,0.01310233351870526,0.01314222380464594,0.013152438699733836
17,0.03254455700516701,0.9414061307907104,0.014914979226887226,0.013096698183022224,0.01314222380464594,0.013148731554122857
18,0.034227155148983,0.934421718120575,0.017181677743792534,0.013084443854218732,0.01314222380464594,0.013138663466557461
19,0.041011031717061996,0.9225676655769348,0.018167035654187202,0.013071139400454762,0.01314222380464594,0.013127905719917824
20,0.03674061968922615,0.9186290502548218,0.014845085330307484,0.0130599456071797,0.01314222380464594,0.013119511664216828
21,0.03298915922641754,0.9151234030723572,0.01287789922207594,0.013050931071986531,0.01314222380464594,0.013114359757650015
22,0.029548460617661476,0.9153902530670166,0.013322505168616772,0.013043021563127144,0.01314222380464594,0.013110651953415407
23,0.03690775856375694,0.9037885069847107,0.0116362189874053,0.013031916542698493,0.01314222380464594,0.013103774251579613
24,0.03242387995123863,0.9037737250328064,0.011536690406501293,0.013014950466302232,0.01314222380464594,0.013091823564675028
25,0.03232928365468979,0.8999401330947876,0.017274746671319008,0.012987583815828157,0.013354691376361402,0.013068250446679587
26,0.04182148724794388,0.8899575471878052,0.011631043627858162,0.012977370643869264,0.005374345198337166,0.013060594291676197
27,0.026624144986271858,0.8983463644981384,0.0062629180029034615,0.012967535011358472,0.0010219644667348894,0.013054302974940693
28,0.036482375115156174,0.8866259455680847,0.009018111042678356,0.012964100519594101,0.0004762782490342924,0.013054417588070228
29,0.031149236485362053,0.8900201320648193,0.008515576831996441,0.01295452493952768,7.767543304794022e-12,0.013048063835781143
