epoch,dice_coefficient,loss,safe_binary_iou,val_dice_coefficient,val_whole_dice_hard,val_whole_dice_hard_best_thr,val_whole_dice_hard_best_thr_score,val_whole_dice_hard_brainmask,val_whole_dice_hard_brainmask_best_thr,val_whole_dice_hard_brainmask_best_thr_score,val_whole_dice_hard_brainmask_delta,val_whole_dice_hard_brainmask_thr_0p30,val_whole_dice_hard_brainmask_thr_0p40,val_whole_dice_hard_brainmask_thr_0p50,val_whole_dice_hard_brainmask_thr_0p60,val_whole_dice_hard_brainmask_thr_0p70,val_whole_dice_hard_postproc_delta,val_whole_dice_hard_raw,val_whole_dice_hard_raw_best_thr,val_whole_dice_hard_raw_best_thr_score,val_whole_dice_hard_raw_thr_0p30,val_whole_dice_hard_raw_thr_0p40,val_whole_dice_hard_raw_thr_0p50,val_whole_dice_hard_raw_thr_0p60,val_whole_dice_hard_raw_thr_0p70,val_whole_dice_hard_thr_0p30,val_whole_dice_hard_thr_0p40,val_whole_dice_hard_thr_0p50,val_whole_dice_hard_thr_0p60,val_whole_dice_hard_thr_0p70,val_whole_dice_micro
0,0.0004723523452412337,1.137747049331665,0.1210937574505806,7.515466392743299e-05,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,0.3,8.241080173729622e-10,0.0,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,0.0,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,9.321299542138115e-05
1,9.850758942775428e-05,1.0976340770721436,0.1054687649011612,6.617021652504114e-05,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,0.3,8.241080173729622e-10,0.0,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,0.0,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,7.927690331827091e-05
2,5.1872862968593836e-05,1.0926921367645264,0.1054687649011612,6.142927892516215e-05,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,0.3,8.241080173729622e-10,0.0,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,0.0,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,7.214717658819373e-05
3,4.6142937208060175e-05,1.0946197509765625,0.1054687649011612,5.9077605652770344e-05,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,0.3,8.241080173729622e-10,0.0,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,0.0,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,6.871080461998136e-05
4,4.521447408478707e-05,1.0816035270690918,0.10546875,5.515911931839309e-05,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,0.3,8.241080173729622e-10,0.0,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,0.0,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,6.324428701748467e-05
5,5.777000478701666e-05,1.0842454433441162,0.04296877607703209,5.906206886941171e-05,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,0.3,8.241080173729622e-10,0.0,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,0.0,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,6.811598634697389e-05
6,6.241508526727557e-05,1.0591166019439697,0.054687511175870895,5.439938139297592e-05,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,0.3,8.241080173729622e-10,0.0,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,0.0,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,6.194433758855859e-05
7,6.260682130232453e-05,1.084346055984497,0.0429687574505806,5.9579206225963505e-05,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,0.3,8.241080173729622e-10,0.0,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,0.0,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,6.895640551700449e-05
8,5.557413169299252e-05,1.1098113059997559,0.140625,6.251766002724178e-05,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,0.3,8.241080173729622e-10,0.0,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,0.0,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,7.323808437036614e-05
9,6.815148663008586e-05,1.0800371170043945,0.16796875,7.592390642543705e-05,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,0.3,8.241080173729622e-10,0.0,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,0.0,8.241080173729622e-10,0.3,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,8.241080173729622e-10,9.087061121369019e-05
